training/grad/max,training/grad/min,training/grad/norm,training/high_actor/actor_loss,training/high_actor/adv,training/high_actor/bc_log_prob,training/high_actor/mse,training/high_actor/std,training/low_actor/actor_loss,training/low_actor/adv,training/low_actor/bc_log_prob,training/low_actor/mse,training/low_actor/std,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,time/step_time,time/total_time,step
10.885687,-6.3470592,185.63481,637.52014,4.236909,-9.67916,0.09795488,1.0,147.83267,0.32117304,-7.5691433,0.05440887,1.0,0.03950237,-38.706543,-101.81192,1.1308043,0.0036837902069091796,436.88815450668335,110000
11.454734,-13.115716,229.34438,626.95026,4.0503078,-9.735169,0.10915679,1.0,174.2352,0.41507468,-7.568596,0.054271996,1.0,-0.012927163,-37.148865,-102.27043,1.4066668,0.0036863614082336426,455.31996488571167,115000
15.214133,-13.505828,241.87209,653.13574,4.5287685,-9.6737,0.09686307,1.0,196.74591,0.4729798,-7.568453,0.05423624,1.0,0.14517975,-38.80593,-101.77791,1.1710756,0.003687961769104004,473.75977849960327,120000
18.257288,-21.16215,311.25266,652.8778,4.329252,-9.682661,0.09865516,1.0,177.99066,0.46042746,-7.5857124,0.05855111,1.0,0.16704023,-38.558693,-102.3716,1.5046604,0.0036925971984863282,492.22276759147644,125000
9.314349,-7.4152718,195.22115,662.60803,4.658497,-9.661992,0.09452142,1.0,153.12408,0.36065543,-7.5662966,0.053697176,1.0,0.17014056,-39.640453,-101.687035,1.234635,0.003690455675125122,510.6750490665436,130000
9.492576,-7.4623356,273.5695,666.33685,4.4358215,-9.714334,0.10498972,1.0,167.15128,0.44371396,-7.5780487,0.056635156,1.0,0.15092814,-37.23985,-101.937805,1.495336,0.003685661506652832,529.1033594608307,135000
6.2767,-10.020461,262.85443,642.039,4.514854,-9.691851,0.100493096,1.0,171.53796,0.39489287,-7.567103,0.05389864,1.0,0.26928675,-41.572643,-101.905945,1.6696664,0.003686400890350342,547.5353665351868,140000
17.57893,-18.291988,224.78601,643.7387,4.087121,-9.6805935,0.09824171,1.0,163.2182,0.44500527,-7.57508,0.055892956,1.0,0.07971533,-38.699062,-102.19713,1.0579543,0.003689426565170288,565.9825022220612,145000
11.863261,-14.573108,217.8772,644.598,4.2966046,-9.639092,0.089941405,1.0,177.11057,0.45534495,-7.581876,0.057591833,1.0,0.119604304,-38.004562,-101.36339,1.6326523,0.0036877562046051023,584.4212861061096,150000
67.19715,-89.24977,653.4883,651.7975,4.4687204,-9.814081,0.124939255,1.0,170.70776,0.37637898,-7.5720077,0.055124916,1.0,0.049701847,-38.52017,-101.47247,1.9356718,0.0046103909492492675,607.4732439517975,155000
6.8411264,-15.86172,206.79903,660.02216,4.720965,-9.630561,0.08823518,1.0,175.59576,0.39261866,-7.570709,0.054800376,1.0,0.067125045,-39.00418,-101.23909,1.5041052,0.003693661594390869,625.9415545463562,160000
7.210934,-9.877282,208.86021,656.9186,4.24745,-9.7015505,0.102433085,1.0,156.0951,0.35181326,-7.5785823,0.056768566,1.0,0.10530783,-39.559635,-102.05611,1.327734,0.0037047779083251953,644.4654474258423,165000
15.350748,-19.837826,248.97311,646.2352,4.278052,-9.703672,0.102857254,1.0,161.63528,0.36640024,-7.567045,0.053884298,1.0,0.1135254,-37.580864,-101.499954,1.511558,0.003684405851364136,662.8874797821045,170000
8.076191,-9.363469,221.25667,645.3646,4.1677847,-9.596817,0.08148632,1.0,152.93073,0.3821257,-7.585779,0.05856774,1.0,0.13428092,-38.111885,-101.9898,1.2791897,0.003685809850692749,681.3165321350098,175000
15.81214,-12.711657,246.15047,639.9968,4.4625497,-9.598363,0.08179549,1.0,171.00781,0.41666526,-7.5787125,0.05680101,1.0,0.12694804,-37.69319,-101.72493,1.6808338,0.0036840718269348146,699.7368938922882,180000
10.957016,-12.941483,249.91917,671.4262,4.363789,-9.531922,0.068507396,1.0,146.95865,0.42951977,-7.549055,0.049386676,1.0,0.042398386,-38.653008,-102.4004,1.3311769,0.003684164047241211,718.1577169895172,185000
7.4937067,-6.758277,179.67969,639.22327,4.3695517,-9.602134,0.082549684,1.0,143.36588,0.40396526,-7.555771,0.051065695,1.0,0.11809111,-40.756042,-102.41905,1.0932422,0.0036907739639282225,736.6115894317627,190000
11.858346,-17.855423,240.82082,647.681,4.1781406,-9.653696,0.09286218,1.0,173.0431,0.47148705,-7.5610924,0.052396007,1.0,0.06712245,-37.388184,-101.43255,1.1118262,0.003691369867324829,755.0684418678284,195000
7.790174,-21.04712,186.61104,665.52216,4.3144007,-9.631089,0.08834082,1.0,175.61977,0.49656075,-7.5777903,0.056570522,1.0,0.10687877,-38.157467,-101.59018,1.4967191,0.0036925501346588134,773.5311954021454,200000
12.443409,-8.750426,305.1337,636.1641,3.854477,-9.663973,0.09491755,1.0,162.18134,0.32037652,-7.5658236,0.053578936,1.0,0.14192964,-40.429577,-102.26405,2.0675585,0.004646130180358887,796.7618498802185,205000
7.1785417,-13.97478,195.07544,666.4136,4.7999477,-9.571133,0.07634934,1.0,171.66232,0.4747005,-7.5671463,0.053909525,1.0,0.12215633,-38.316765,-101.69835,1.338177,0.0036865821838378905,815.1947636604309,210000
10.649681,-5.6949825,178.78299,648.89355,4.139989,-9.57789,0.07770095,1.0,175.08951,0.42043582,-7.568263,0.05418878,1.0,0.12815833,-40.259804,-101.91225,1.1935687,0.0036897449016571045,833.6434910297394,215000
12.3964,-12.108488,215.33305,642.2578,4.224277,-9.657118,0.09354665,1.0,168.6873,0.40494967,-7.5614214,0.05247823,1.0,0.16717878,-37.477592,-101.957146,1.4194617,0.003686701250076294,852.077000617981,220000
39.541183,-33.70262,374.94284,648.9065,4.1940484,-9.641812,0.090485506,1.0,172.80904,0.38683236,-7.5769625,0.056363657,1.0,0.18015805,-38.250282,-101.05058,1.6747284,0.0036868547439575195,870.5112767219543,225000
6.1535892,-6.5127516,230.07407,638.1851,4.057098,-9.717419,0.10560653,1.0,180.73636,0.3676385,-7.589041,0.05938327,1.0,0.09930695,-37.71994,-101.42694,1.854521,0.0036863666534423826,888.9431126117706,230000
15.251386,-6.8347173,214.86305,684.60266,4.9927177,-9.58162,0.078446984,1.0,165.60767,0.36345267,-7.56893,0.054355502,1.0,0.38182354,-39.459,-101.0504,0.97703195,0.003684710931777954,907.3666701316833,235000
7.8675776,-11.370803,226.96445,633.58594,4.155224,-9.608271,0.08377709,1.0,180.59929,0.4802514,-7.575672,0.056040972,1.0,0.035732538,-38.68066,-101.3374,1.8331702,0.003685330867767334,925.7933275699615,240000
13.79743,-10.905666,210.5317,661.60693,4.2783985,-9.579823,0.07808757,1.0,169.50975,0.4428897,-7.560234,0.05218149,1.0,0.11497218,-40.47963,-101.79316,1.162029,0.003678745174407959,944.1870560646057,245000
8.396894,-8.231633,199.39493,653.1472,4.4939947,-9.56498,0.07511888,1.0,163.49289,0.46285328,-7.563561,0.053013254,1.0,0.21052659,-39.7096,-101.192154,1.1412802,0.0036909850120544433,962.6419870853424,250000
9.662636,-7.7137938,188.56477,661.87744,4.604677,-9.544031,0.07092918,1.0,173.93251,0.44805288,-7.561372,0.052465808,1.0,0.23565276,-38.25839,-101.410904,1.0048954,0.004628041362762451,985.7821974754333,255000
7.2538176,-10.118356,205.31873,668.33325,4.6507807,-9.526604,0.067443825,1.0,158.16484,0.42286468,-7.573783,0.055568617,1.0,0.20657676,-40.24307,-101.09089,1.1096845,0.003686907958984375,1004.2167401313782,260000
15.582416,-8.702812,232.25252,651.8239,4.3497624,-9.5319195,0.06850689,1.0,181.2085,0.5838468,-7.5470753,0.048891746,1.0,0.15114015,-39.08199,-101.23297,1.3500366,0.0036896748542785645,1022.6651167869568,265000
8.905944,-17.608261,175.7138,665.3567,4.5084276,-9.566702,0.07546338,1.0,173.61348,0.4269938,-7.546151,0.048660845,1.0,0.13338476,-39.019707,-101.316025,0.7918976,0.003691934680938721,1041.1247928142548,270000
21.575161,-12.39148,241.59099,656.72455,4.4357505,-9.593279,0.08077879,1.0,173.96057,0.41591942,-7.5556555,0.05103679,1.0,0.19311252,-39.19731,-102.40764,1.6589,0.003692236614227295,1059.585978269577,275000
17.700989,-18.410576,358.1344,663.3716,4.6906915,-9.701384,0.10239966,1.0,159.08221,0.42156076,-7.569227,0.05442963,1.0,0.0038090944,-40.158287,-101.416824,1.989834,0.0036894370555877686,1078.033166885376,280000
18.941298,-22.10853,247.91576,634.03723,4.3797626,-9.613911,0.08490509,1.0,187.9775,0.5094039,-7.5642333,0.05318129,1.0,0.13514364,-38.683304,-101.668945,1.0334445,0.0036869168758392333,1096.467754125595,285000
9.345581,-11.79747,211.83806,655.0522,4.5873804,-9.565632,0.075249486,1.0,148.17825,0.3856862,-7.577733,0.0565563,1.0,0.064387955,-39.449997,-101.71181,1.1825116,0.0036856045722961426,1114.8957798480988,290000
8.436379,-13.93203,219.18338,681.8627,5.0441294,-9.562298,0.07458242,1.0,155.03406,0.3897376,-7.555293,0.05094621,1.0,0.17417413,-39.833725,-101.04335,1.7224841,0.0036851982593536377,1133.3217742443085,295000
18.31154,-6.9362736,163.62059,680.38556,4.834444,-9.504108,0.06294472,1.0,140.44208,0.40613824,-7.548319,0.04920271,1.0,0.20794937,-38.662827,-101.37264,0.8881073,0.0037217533588409426,1151.9305443763733,300000
15.780583,-9.702932,258.47128,644.3488,4.407229,-9.601208,0.08236449,1.0,177.55923,0.36789465,-7.5548334,0.05083131,1.0,0.094759636,-38.033844,-101.95288,1.1940259,0.004609453344345093,1174.9778137207031,305000
9.526418,-7.3104,194.86464,638.1118,4.222443,-9.656467,0.09341637,1.0,175.58252,0.4040026,-7.5567913,0.051320754,1.0,0.1918296,-38.521202,-101.086494,1.3666017,0.0036884576320648193,1193.4201045036316,310000
7.2708745,-12.798931,194.36575,651.12476,4.367414,-9.53525,0.0691729,1.0,182.36804,0.52698207,-7.556506,0.05124947,1.0,0.16679955,-39.15075,-101.202255,1.1544986,0.003688055324554443,1211.860384464264,315000
6.688601,-7.8833256,188.29707,644.1531,4.6019406,-9.538474,0.069817774,1.0,166.70831,0.46293372,-7.5531454,0.05040931,1.0,0.20654517,-38.902897,-101.64548,1.2361138,0.0036862017631530764,1230.2913963794708,320000
9.18138,-11.8671465,187.67964,650.0996,4.245099,-9.521766,0.06647616,1.0,146.27335,0.43975443,-7.5521393,0.050157867,1.0,0.16493008,-39.599022,-101.28693,0.86554253,0.0036896033763885497,1248.7394161224365,325000
14.4899845,-22.952837,236.78053,655.18713,4.4424324,-9.594595,0.08104201,1.0,154.56445,0.3885352,-7.557434,0.051481526,1.0,0.035407074,-38.58162,-101.16838,1.2940071,0.0036896814346313476,1267.1878290176392,330000
25.833858,-22.329025,341.88815,666.5945,4.864156,-9.539389,0.07000077,1.0,188.99701,0.4939848,-7.5570908,0.05139567,1.0,0.08329204,-39.81129,-101.82056,1.5981276,0.003688404989242554,1285.629857301712,335000
13.728807,-9.434164,241.66098,656.00464,4.490437,-9.678988,0.09792076,1.0,185.91199,0.36426872,-7.568029,0.054130156,1.0,0.009337448,-38.1996,-100.932724,1.895932,0.003684534168243408,1304.0525312423706,340000
18.610695,-8.879069,214.81595,653.6246,4.3079786,-9.580846,0.078292154,1.0,158.32846,0.45401675,-7.561574,0.05251652,1.0,-0.012038708,-40.16562,-102.34707,0.98726535,0.00368396692276001,1322.4723687171936,345000
13.233392,-7.7645164,215.62173,623.723,4.1166935,-9.638549,0.08983274,1.0,177.09296,0.30747318,-7.5669584,0.053862594,1.0,-0.08674103,-39.800392,-101.7718,1.2356861,0.0036802945613861084,1340.873844385147,350000
13.963519,-7.7002754,224.92899,662.1283,4.229951,-9.653948,0.09291239,1.0,168.82657,0.36467445,-7.578806,0.05682435,1.0,0.0031965747,-39.347622,-101.03792,1.4255267,0.004635432004928589,1364.0510075092316,355000
9.441006,-12.234668,225.0911,624.93494,4.062834,-9.526161,0.0673553,1.0,165.09256,0.47146752,-7.5543585,0.050712466,1.0,0.025068603,-39.15979,-101.334656,1.1876978,0.003681486988067627,1382.4584460258484,360000
8.86359,-13.981898,227.43008,673.65027,4.6268454,-9.518692,0.06586137,1.0,183.97192,0.5571058,-7.5492783,0.049442556,1.0,0.092980884,-39.995052,-102.26906,1.5340471,0.0036814802169799804,1400.865849494934,365000
14.937317,-12.699196,219.20561,662.132,4.498889,-9.496403,0.06140356,1.0,163.58603,0.41583276,-7.565838,0.053582508,1.0,0.16940343,-39.15068,-101.97327,1.1143385,0.0036788277626037596,1419.25999045372,370000
6.604238,-7.7935104,159.22137,655.3294,4.448325,-9.483874,0.058897804,1.0,152.84538,0.43557808,-7.552784,0.05031892,1.0,0.14606531,-40.588547,-101.22214,1.1788232,0.003680082178115845,1437.660403728485,375000
14.463912,-13.376625,232.32396,659.9392,4.900422,-9.536359,0.069394566,1.0,165.37064,0.40499377,-7.560176,0.052167,1.0,0.3067323,-40.739098,-101.93532,1.97876,0.0036804983139038087,1456.0628983974457,380000
8.703309,-6.135155,162.17375,641.9592,4.0255613,-9.5395355,0.07003006,1.0,164.16864,0.45275626,-7.5549326,0.05085611,1.0,0.17453972,-41.294495,-101.16632,1.2880547,0.003682249879837036,1474.4741537570953,385000
10.227159,-11.181584,199.382,669.43384,4.7727976,-9.492119,0.060546663,1.0,162.08682,0.43986595,-7.554604,0.05077402,1.0,0.048055917,-39.64775,-101.057205,1.1589277,0.0036808887481689454,1492.878600358963,390000
10.057591,-8.010816,174.90833,641.23645,4.139049,-9.507208,0.06356455,1.0,142.84283,0.42706048,-7.5620403,0.052632973,1.0,0.21566504,-38.686165,-100.64191,0.98174024,0.0036813184261322023,1511.2851955890656,395000
10.030245,-6.028656,188.33076,641.6479,4.4089866,-9.522774,0.066677645,1.0,145.7155,0.35319066,-7.5615177,0.052502446,1.0,0.113073066,-38.1619,-101.3357,1.125427,0.0036822994709014892,1529.6966969966888,400000
8.945369,-7.8943543,185.15533,657.19977,4.4992485,-9.5127735,0.06467754,1.0,166.12283,0.42592883,-7.5567594,0.051312786,1.0,0.058213428,-38.933186,-100.97423,1.0419049,0.004638101530075074,1552.88720703125,405000
16.574255,-10.934695,275.99692,647.53296,4.3593144,-9.535807,0.06928437,1.0,187.50516,0.5592594,-7.560939,0.052357674,1.0,0.16412398,-38.878098,-100.95872,1.7974069,0.0036752767086029054,1571.2635939121246,410000
9.115399,-10.037654,202.68039,660.2428,4.5701942,-9.486132,0.059349228,1.0,163.73082,0.4296909,-7.5463705,0.048715625,1.0,0.1360992,-37.16255,-101.11618,1.3188884,0.0036779156684875487,1589.653175354004,415000
5.717149,-7.996068,174.38684,664.43066,4.673129,-9.484858,0.0590945,1.0,173.47302,0.44243497,-7.567962,0.054113563,1.0,0.15335438,-41.742897,-100.53957,1.3463671,0.00368102388381958,1608.0582976341248,420000
14.157922,-6.8272986,198.89763,664.59106,4.527732,-9.512621,0.0646471,1.0,160.20477,0.40564632,-7.5678444,0.054084018,1.0,0.041161828,-40.229908,-101.10477,1.688378,0.0036843472957611085,1626.480037689209,425000
29.224894,-33.64061,337.3901,658.881,4.951005,-9.524418,0.06700661,1.0,171.69237,0.4089508,-7.552848,0.050335027,1.0,-0.036105983,-39.274834,-100.85756,2.6226757,0.0036830320835113525,1644.8952009677887,430000
10.476203,-9.106606,206.53879,654.26807,4.431993,-9.570431,0.07620917,1.0,178.6894,0.43309656,-7.55917,0.05191552,1.0,0.078706734,-40.38202,-100.87484,1.7667618,0.003683502769470215,1663.3127171993256,435000
11.565233,-8.723677,188.59418,648.35156,4.173676,-9.519496,0.06602209,1.0,173.12112,0.42818114,-7.5573983,0.051472463,1.0,0.112714715,-38.07238,-100.99934,1.213099,0.0036827383518218994,1681.726411819458,440000
13.074799,-7.7847366,214.45137,652.74365,4.3227644,-9.49586,0.061294924,1.0,172.40509,0.39649117,-7.5600357,0.052131798,1.0,0.15916005,-39.779984,-101.236435,1.4852214,0.0036884242534637453,1700.1685359477997,445000
15.72148,-13.669753,282.24692,676.30286,4.5843596,-9.508936,0.06391016,1.0,169.75964,0.43339616,-7.5484486,0.049235117,1.0,0.28619576,-37.952698,-101.19188,1.5545485,0.0036854713916778564,1718.5958960056305,450000
16.025301,-18.307098,237.59921,659.1937,4.464099,-9.483677,0.058858253,1.0,167.12431,0.45711994,-7.551535,0.050006688,1.0,0.048833646,-41.649803,-102.1019,1.2772756,0.004650546836853027,1741.8486332893372,455000
9.659271,-8.200936,225.28043,670.95734,4.839183,-9.486982,0.059519507,1.0,145.79948,0.34709483,-7.559555,0.052011646,1.0,0.19120696,-40.772255,-100.549255,1.0791621,0.0036821959018707275,1760.2596151828766,460000
22.608198,-15.386942,259.79825,675.6559,4.5310216,-9.494018,0.060926557,1.0,164.80554,0.38755587,-7.5521426,0.050158687,1.0,0.10526822,-37.861145,-100.259445,1.3174288,0.003685766887664795,1778.6884517669678,465000
6.210372,-13.527168,167.8419,662.6654,4.7207594,-9.496944,0.06151178,1.0,146.95224,0.43365562,-7.5631895,0.052920327,1.0,0.24414384,-40.082817,-101.38664,1.1082908,0.003686110830307007,1797.1190087795258,470000
15.173484,-14.137256,206.98589,658.26917,4.779846,-9.55542,0.073207095,1.0,153.53943,0.33374733,-7.5646725,0.053291142,1.0,0.16009773,-39.315292,-100.79779,1.1047812,0.003685205078125,1815.5450394153595,475000
9.29917,-15.625775,222.9289,676.4101,4.6744146,-9.508966,0.06391624,1.0,147.29108,0.36728665,-7.560153,0.052161284,1.0,0.12509993,-40.85957,-101.28461,1.2150296,0.0036831562042236327,1833.9608240127563,480000
9.865753,-13.316571,192.97588,660.86865,4.154764,-9.531778,0.068478666,1.0,171.37032,0.46036056,-7.5444016,0.048223317,1.0,0.14740637,-39.67101,-100.44231,1.1710212,0.003685594892501831,1852.388801574707,485000
15.218327,-18.800812,276.23074,641.10974,3.9135048,-9.520025,0.06612784,1.0,168.56845,0.4312704,-7.5640345,0.053131483,1.0,0.105820745,-40.12064,-101.88317,1.445043,0.0036850332736968992,1870.8139708042145,490000
8.063795,-8.843547,187.85693,643.51,4.3484764,-9.5232525,0.06677349,1.0,159.13766,0.3997702,-7.5602384,0.052182563,1.0,0.09853217,-40.728584,-101.06741,1.2191832,0.0036858029365539552,1889.2429883480072,495000
16.720436,-16.687622,240.57304,666.85,4.614688,-9.6082325,0.0837694,1.0,167.41193,0.4879009,-7.563845,0.053084247,1.0,-0.11368974,-38.77271,-101.11279,1.2822714,0.0036862561702728273,1907.6742720603943,500000
5.7317967,-7.9520736,167.0309,650.9324,4.179366,-9.572821,0.0766871,1.0,172.9511,0.45022655,-7.5504665,0.04973957,1.0,0.14057711,-39.563713,-100.895004,1.0579455,0.004612027597427368,1930.7344126701355,505000
7.0705442,-7.179841,145.87805,638.6758,4.294069,-9.543737,0.07087051,1.0,172.50807,0.47463578,-7.552824,0.05032906,1.0,0.13294101,-39.406036,-101.64242,0.7990184,0.0036792860984802248,1949.1308460235596,510000
8.463327,-14.665444,202.60202,643.74927,3.9525838,-9.504576,0.06303809,1.0,169.31425,0.41565073,-7.560213,0.052176267,1.0,0.24688698,-39.34632,-101.09067,1.6920526,0.003681711959838867,1967.5394096374512,515000
10.723011,-14.752742,190.92043,654.7036,4.5912786,-9.5204,0.06620302,1.0,158.70319,0.39648896,-7.5632553,0.05293677,1.0,0.15009326,-37.887558,-101.54016,1.2262129,0.00372606201171875,1986.1697227954865,520000
10.074923,-6.3841844,178.30406,639.5783,4.5010753,-9.525071,0.06713728,1.0,172.53201,0.35968226,-7.5493,0.049447894,1.0,0.091610916,-37.522274,-100.744675,1.4299171,0.003689482259750366,2004.6171371936798,525000
16.425146,-12.226561,244.18192,659.6389,4.7034817,-9.519039,0.06593083,1.0,193.16766,0.57555974,-7.5551205,0.05090309,1.0,0.1025649,-38.626835,-100.69417,1.5085083,0.0036871326923370363,2023.0528037548065,530000
15.256325,-5.952846,175.24033,646.5521,4.54486,-9.493806,0.060884085,1.0,150.00526,0.39181975,-7.5516424,0.05003366,1.0,0.20001295,-37.966038,-100.73108,1.1902437,0.0036877220630645753,2041.4914162158966,535000
12.59407,-9.828083,242.1045,638.50793,4.493107,-9.492391,0.060601126,1.0,171.32477,0.51115966,-7.5434647,0.04798919,1.0,0.17769356,-41.16517,-100.88641,1.0489126,0.003703064250946045,2060.0067398548126,540000
6.694741,-19.660915,195.1383,674.8514,4.5838885,-9.518878,0.06589857,1.0,169.73615,0.47061864,-7.553137,0.050407164,1.0,0.08315821,-41.561756,-100.91199,0.86906695,0.0036924030780792236,2078.4687588214874,545000
18.111954,-15.92971,351.8486,651.5775,4.297326,-9.634165,0.08895612,1.0,155.44629,0.4122628,-7.5628376,0.05283246,1.0,-0.0727307,-37.600395,-100.77112,1.3363774,0.003686253499984741,2096.900029182434,550000
14.087234,-6.568424,174.10252,655.9647,4.48736,-9.478883,0.057899475,1.0,157.96027,0.44529748,-7.553244,0.050433993,1.0,0.18719614,-39.384575,-100.58978,1.368984,0.00463946704864502,2120.0973677635193,555000
6.621392,-10.566871,210.23239,654.68225,4.229742,-9.518065,0.06573595,1.0,138.18791,0.33542663,-7.562968,0.052864887,1.0,0.19466788,-38.822334,-100.88989,1.4620057,0.0036815743923187256,2138.5052449703217,560000
11.721554,-8.59365,171.44043,676.5968,4.7746615,-9.460904,0.054303825,1.0,148.50296,0.46312562,-7.550828,0.049829885,1.0,0.2162334,-39.514397,-101.05309,0.86772573,0.0036813037872314453,2156.9117670059204,565000
9.532018,-14.985133,249.60678,656.8291,4.3703604,-9.494638,0.06105082,1.0,167.98941,0.45629877,-7.5586834,0.051793776,1.0,0.0813239,-39.923187,-100.670746,1.5464814,0.0036830612182617187,2175.327075481415,570000
6.6564827,-7.6388416,183.13347,642.80426,4.2713647,-9.556748,0.073472716,1.0,166.58907,0.4582113,-7.5512767,0.049942084,1.0,0.11886041,-40.41175,-101.05917,1.2481146,0.0036829668045043947,2193.7419123649597,575000
9.025951,-10.139114,191.39151,660.99817,4.579607,-9.499397,0.06200247,1.0,168.697,0.40434346,-7.555889,0.051095203,1.0,0.272108,-38.389038,-101.14887,1.4509071,0.003684536600112915,2212.1645979881287,580000
7.818896,-14.642625,201.84137,646.72327,4.3478494,-9.52734,0.06759075,1.0,170.441,0.4341206,-7.5618763,0.05259212,1.0,0.065877475,-41.03144,-100.79573,1.8386842,0.003688370132446289,2230.60645198822,585000
12.129908,-10.229261,220.90363,645.0522,4.4856925,-9.5086355,0.06384997,1.0,145.89217,0.37758678,-7.54984,0.049583,1.0,0.0031112432,-39.89608,-100.444305,1.238245,0.003685639715194702,2249.0346534252167,590000
