training/actor/actor_loss,training/actor/bc_log_prob,training/actor/bc_loss,training/actor/mse,training/actor/q_abs_mean,training/actor/q_loss,training/actor/q_mean,training/actor/std,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,time/step_time,time/total_time,time/steps_per_second,step
-0.5712199,-2.037112,0.006111336,0.19923496,0.27775216,-0.57733124,0.16035558,1.0,0.0066883247,0.53886783,0.16922045,-2.0583296,0.05516314,-0.21792981,0.6369399,1.0006673,0.18371853,-2.0113306,2.8280706e-06,0.0017669163227081299,133.30495476722717,565.9575438467238,65000
-0.64405054,-2.2967339,0.006890202,0.45885682,0.32553944,-0.6509407,0.21190754,1.0,0.021373477,2.597041,0.19671349,-1.6481518,0.14462039,-0.035749756,0.81411034,2.5997326,0.21015671,-1.6731435,6.610814e-06,0.0017406240940093995,142.00808763504028,574.5063623543214,70000
-0.83275837,-2.2282681,0.0066848043,0.39039093,0.34874776,-0.83944315,0.29275477,1.0,0.06260673,3.862578,0.3182757,-1.9910202,0.0261389,-0.29516333,1.2219648,4.2841535,0.3138901,-1.9898171,8.584668e-05,0.001741938066482544,150.71780157089233,574.0729872275417,75000
-0.5080751,-2.1189592,0.006356878,0.28108224,0.4711489,-0.514432,0.24237461,1.0,0.015048966,5.866326,0.24617817,-5.350311,0.05358328,-0.057599165,0.91489106,5.6483254,0.24064945,-5.034665,3.9777507e-05,0.002382555675506592,162.6305902004242,419.71724315831926,80000
-0.51834553,-2.195972,0.0065879165,0.35809505,0.52654034,-0.52493346,0.2763992,1.0,0.0034800437,5.237077,0.28354624,-5.4723883,0.053935688,-0.14715135,0.80900604,5.3633647,0.28811562,-5.3785877,0.00021069535,0.0017721606731414795,171.49141883850098,564.282237123001,85000
-0.34765926,-2.0590167,0.00617705,0.22113964,0.5095815,-0.3538363,0.18030879,1.0,0.0062831207,4.214284,0.18242759,-4.7023735,0.024379922,-0.065089345,0.5020663,4.156526,0.1882641,-4.6553364,1.8567036e-05,0.001777518320083618,180.37905883789062,562.5818796416347,90000
-0.58701164,-2.1141896,0.0063425694,0.2763128,0.43448907,-0.5933542,0.25780654,1.0,0.0056590736,3.5530663,0.24171194,-3.9785466,0.2243086,-0.04536078,0.84903204,3.4118216,0.25492835,-3.8430781,4.848001e-05,0.0017785675048828124,189.27193307876587,562.2499801001526,95000
-0.67407936,-2.0175314,0.006052594,0.17965442,0.41478992,-0.680132,0.28211257,1.0,0.005310872,3.1911619,0.29759675,-2.6271336,0.024052575,-0.19045685,0.7886519,3.215648,0.30009085,-2.810919,3.8785314e-05,0.0017757435321807862,198.1506962776184,563.1441736592494,100000
-0.72428393,-1.9780757,0.0059342273,0.14019871,0.4491231,-0.7302182,0.32795858,1.0,0.012779919,4.3806796,0.34037495,-2.4927046,0.07160287,-0.095394365,1.2832557,4.335146,0.3379581,-2.782382,7.100636e-05,0.0023020666122436522,209.66106605529785,434.39215149837236,105000
-0.8670971,-1.9969707,0.005990912,0.15909365,0.36133713,-0.873088,0.31548,1.0,0.0067423335,7.1292944,0.32102334,-1.505481,0.013718425,-0.036211107,0.49324188,6.9031715,0.31767738,-2.1250541,8.278211e-06,0.00174680757522583,218.39512419700623,572.472682175066,110000
-0.9940919,-1.9687687,0.005906306,0.13089171,0.5620873,-0.9999982,0.5620873,1.0,0.0017341953,7.8142347,0.56939685,0.2321354,0.018065445,-0.1022281,0.39013395,7.8256016,0.5742286,0.2344802,7.608749e-05,0.0017576379299163818,227.18333220481873,568.9451598864189,115000
-0.8677464,-1.9863677,0.005959103,0.1484906,0.41921762,-0.8737055,0.3662736,1.0,0.00053569156,6.730517,0.3636087,-3.5197344,0.041866977,-0.009177253,0.35327226,6.7997723,0.3714553,-3.5229344,2.4709056e-05,0.001749772834777832,235.93221426010132,571.5025082699711,120000
-0.9875466,-2.0544868,0.00616346,0.21660969,0.4150592,-0.9937101,0.41244954,1.0,0.0010424282,7.672611,0.42416513,-0.09939253,0.0128553435,-0.1822806,0.46558228,7.745686,0.42988187,-0.092068166,2.656685e-05,0.0017195993423461914,244.53023147583008,581.5305851548359,125000
-0.5925113,-2.048456,0.006145368,0.21057887,0.57579523,-0.59865665,0.34470427,1.0,0.021705732,8.124395,0.3028751,-8.349255,0.29999202,-0.31493643,3.3288808,8.003159,0.3189306,-8.39011,0.00064329256,0.0023516111850738525,256.28831148147583,425.24023622258636,130000
-0.8286794,-2.1027272,0.0063081817,0.26485017,0.5831522,-0.8349876,0.48692566,1.0,0.00031261035,7.7003613,0.4870255,-2.5372229,0.030610215,-0.01381457,0.20838886,7.7647862,0.49347144,-2.575433,7.1683235e-06,0.0017605042934417724,265.0908670425415,568.0188480833056,135000
-0.993566,-2.14405,0.0064321496,0.3061729,0.55333954,-0.99999815,0.55333954,1.0,0.0008141074,7.4206862,0.5575508,0.26403633,0.015667055,-0.10178383,0.308694,7.545875,0.5643176,0.26670337,2.108845e-05,0.001781279993057251,273.997287273407,561.3938455081695,140000
-0.9939628,-2.0117345,0.006035203,0.17385736,0.49423325,-0.99999803,0.49423325,1.0,0.0003957839,5.799994,0.49621695,0.23557289,0.014931904,-0.00794757,0.1303829,5.8000937,0.49999496,0.23795241,6.8740546e-06,0.00178673357963562,282.93099069595337,559.6802927953925,145000
-0.993899,-2.0329547,0.006098864,0.19507769,0.46736842,-0.99999785,0.46736842,1.0,0.0014184444,5.5012965,0.45744747,0.20687948,0.123124026,-0.021884402,0.307296,5.52378,0.4592656,0.20885135,2.567812e-05,0.0017682477474212646,291.77226996421814,565.53136854955,150000
-0.99037975,-2.075032,0.006225096,0.23715502,0.40567654,-0.99660486,0.40430018,1.0,0.0001976816,5.2846775,0.40313682,-0.14704745,0.008746996,-0.012903183,0.08887441,5.3362365,0.4089165,-0.037877224,2.73382e-06,0.002275489091873169,303.14974904060364,439.4658226405099,155000
-0.97770286,-2.1041212,0.006312364,0.26624423,0.41329056,-0.9840152,0.4066852,1.0,0.0006027476,4.84739,0.4148069,-0.4174454,0.007104011,-0.061711602,0.19332951,4.885154,0.42140484,-0.1968273,2.564579e-05,0.0017344491958618165,311.8220181465149,576.5517217110397,160000
-0.99366707,-2.110156,0.0063304678,0.272279,0.4159176,-0.99999756,0.4159176,1.0,0.0017735092,4.2960587,0.42589468,0.1738143,0.012368757,-0.10530516,0.42424315,4.328862,0.43188703,0.17557,1.2504204e-05,0.001754640769958496,320.59524059295654,569.9169935435015,165000
-0.9939717,-2.00819,0.0060245697,0.17031288,0.27350593,-0.9999963,0.27350593,1.0,0.00038902008,3.09589,0.27374882,0.17290738,0.01041501,-0.0034757687,0.08873835,3.1107943,0.27622122,0.17499886,4.6284313e-06,0.0017618325233459472,329.40442728996277,567.5906238768096,170000
-0.9937782,-2.0727618,0.0062182853,0.23488472,0.29836443,-0.99999654,0.29836443,1.0,0.00018498114,3.879836,0.29841924,0.15036863,0.007053688,-0.011300873,0.07303202,3.9103315,0.2999708,0.15403585,3.2750631e-06,0.0017277808666229248,338.04335474967957,578.7768607376136,175000
-0.99391407,-2.0277066,0.0060831197,0.18982956,0.37033114,-0.9999972,0.37033114,1.0,0.00017831994,4.457706,0.37067196,0.1333986,0.009750065,-0.009876862,0.07765121,4.4579463,0.37344357,0.13498026,1.6887258e-06,0.0023760684967041017,349.9237132072449,420.86315284850525,180000
-0.9937989,-2.0661442,0.006198433,0.22826725,0.37148553,-0.9999973,0.37148553,1.0,2.490167e-05,4.967945,0.37046805,0.120452255,0.011309979,-0.005493433,0.06422953,5.0038576,0.37367162,0.12200861,3.6399256e-06,0.001822744846343994,359.03746604919434,548.6228954531615,185000
-0.993582,-2.1380804,0.006414241,0.30020326,0.26945758,-0.99999624,0.26945758,1.0,0.00017878138,3.314549,0.27437657,0.11646015,0.009094346,-0.051794976,0.14441226,3.355302,0.2771251,0.11770192,8.021722e-06,0.0017840730667114258,367.9578638076782,560.5149350366977,190000
-0.99372256,-2.0913146,0.0062739435,0.25343752,0.2851981,-0.9999965,0.2851981,1.0,0.0001593331,3.466436,0.28566974,0.10979208,0.0030417445,-0.011897097,0.0930086,3.4978266,0.28836963,0.11101905,9.914831e-07,0.0017730576515197754,376.8231883049011,563.9971954401241,195000
-0.9937536,-2.0808625,0.006242588,0.2429857,0.26723763,-0.9999962,0.26723763,1.0,1.896127e-05,4.1819587,0.2659424,0.10635992,0.0070738643,-0.0036800345,0.0375674,4.220584,0.26840603,0.10760734,3.9915067e-06,0.0017603422164916992,385.6249303817749,568.0711308945534,200000
-0.9940322,-1.9880334,0.0059641004,0.1501565,0.27423525,-0.9999963,0.27423525,1.0,0.0010826432,5.1809287,0.27089006,0.09507547,0.10492247,-0.034711692,0.3035624,5.2549114,0.27373257,0.09715699,2.0507221e-05,0.0022580902099609374,396.9154133796692,442.85196350277397,205000
-0.99419266,-1.934408,0.0058032237,0.09653095,0.24204725,-0.9999959,0.24204725,1.0,2.004963e-05,3.0472863,0.2427035,0.09185773,0.0023209406,-0.0042164708,0.04007387,3.0666745,0.24475738,0.09451696,7.086858e-07,0.001719410800933838,405.51249146461487,581.5943365414473,210000
-0.99425167,-1.9142059,0.005742618,0.076328844,0.17182261,-0.9999943,0.17182261,1.0,3.1943815e-05,2.6240697,0.17263842,0.08953004,0.0077244453,-0.0092790285,0.055494778,2.6422858,0.17423767,0.09020737,3.5268738e-07,0.0017352768898010254,414.1888973712921,576.2766701338769,215000
-0.9943257,-1.8891827,0.0056675477,0.05130567,0.14804664,-0.99999326,0.14804664,1.0,4.585526e-06,2.5395434,0.14882377,0.08707702,0.0011789377,-0.0067558177,0.035082914,2.5448115,0.14996088,0.08799403,1.5365643e-07,0.0017233729362487794,422.8057816028595,580.2572176538695,220000
-0.99421185,-1.9271817,0.0057815453,0.089304686,0.1506575,-0.9999934,0.1506575,1.0,6.785468e-05,2.1948493,0.14897865,0.08120667,0.018899536,-0.0070400685,0.073373556,2.1922956,0.14972964,0.08194724,2.0499336e-05,0.001733065366744995,431.4711308479309,577.0120426369162,225000
-0.9942753,-1.9058328,0.0057174983,0.067955784,0.13823104,-0.9999928,0.13823104,1.0,4.163824e-06,2.9794376,0.13860542,0.075919025,0.0046961717,-0.0040178,0.04188818,3.0193388,0.14047235,0.07632441,1.845516e-06,0.0022888978004455564,442.91564106941223,436.89135726535585,230000
-0.9942683,-1.9086468,0.00572594,0.07076976,0.17117688,-0.9999942,0.17117688,1.0,7.327889e-05,2.5956755,0.17420185,0.07322079,0.0033353535,-0.011202764,0.07613452,2.568605,0.17456177,0.073838644,3.5889175e-07,0.0017622496604919433,451.7269039154053,567.4562097343643,235000
-0.99430096,-1.8973418,0.0056920256,0.059464753,0.14153385,-0.99999297,0.14153385,1.0,0.00016412575,3.0014489,0.138376,0.07514113,0.020138932,-0.007571335,0.102710485,3.177485,0.14140916,0.07642044,6.319585e-06,0.0017588847637176515,460.52135014533997,568.5418630517435,240000
-0.99432945,-1.8865271,0.005659581,0.04865008,0.09036119,-0.99998903,0.09036119,1.0,3.821289e-06,0.71004647,0.08945522,0.06872775,0.008416735,-0.0061680553,0.041105725,0.7172364,0.09034863,0.06907831,1.7233798e-08,0.0017434818267822265,469.23878598213196,573.5646763810413,245000
-0.9943112,-1.8938451,0.005681535,0.05596796,0.13726753,-0.9999927,0.13726753,1.0,0.00031278498,1.8449036,0.1388773,0.066806756,0.00969125,-0.011999864,0.08332545,1.8453077,0.13964528,0.06753594,1.1131782e-05,0.0017421332836151124,477.94948077201843,574.0086430075281,250000
-0.99436224,-1.8766501,0.00562995,0.038773082,0.12801729,-0.9999922,0.12801729,1.0,1.1479242e-05,2.0439434,0.12901258,0.062006205,0.004268884,-0.006323046,0.037562884,2.0510933,0.1300589,0.06263994,1.5674846e-07,0.0023121551036834717,489.51028323173523,432.496776358969,255000
-0.9943765,-1.8712282,0.005613685,0.03335128,0.10114836,-0.99999017,0.10114836,1.0,3.9546852e-05,1.67292,0.100567326,0.058072284,0.009238004,-0.0030858861,0.059604093,1.6874788,0.10145076,0.058543798,2.125576e-06,0.001757176685333252,498.29617381095886,569.0945187442945,260000
-0.9943083,-1.8945801,0.00568374,0.056703016,0.12511392,-0.999992,0.12511392,1.0,1.5496007e-06,1.7254909,0.12477487,0.05901174,0.0014662576,-0.0018488596,0.010358335,1.746108,0.12600845,0.059942972,9.5877716e-08,0.0017413221836090089,507.00280237197876,574.2760449745218,265000
-0.9942871,-1.9006722,0.005702017,0.06279522,0.09152949,-0.9999891,0.09152949,1.0,4.0071964e-06,1.3492326,0.091671735,0.05413718,0.005167541,-0.0009336432,0.024510814,1.3586714,0.09244966,0.05478976,5.7932883e-08,0.0017543161869049073,515.774405002594,570.0223773967201,270000
-0.9942612,-1.9092548,0.0057277647,0.071377836,0.090698294,-0.999989,0.090698294,1.0,9.871772e-06,1.2194668,0.09051044,0.050092373,0.0022631604,-0.0029900796,0.028090965,1.2282591,0.09129952,0.05058596,5.717675e-07,0.0017323474884033204,524.4361741542816,577.251154177783,275000
-0.9943382,-1.8823359,0.0056470074,0.04445878,0.06746281,-0.9999852,0.06746281,1.0,7.897595e-06,1.0537518,0.0686187,0.04751041,0.0028221868,-0.0032045492,0.020941082,1.0611671,0.06927377,0.047971547,3.9823018e-07,0.0022478177070617677,535.67529296875,444.87578216200745,280000
-0.99414426,-1.9483087,0.0058449265,0.110431716,0.0926397,-0.9999892,0.0926397,1.0,2.0895193e-06,1.058195,0.092764616,0.04209826,0.0025008486,-0.0020223716,0.02149472,1.0581625,0.09345663,0.042468786,8.86574e-08,0.0017186792373657226,544.2686986923218,581.841910833433,285000
-0.994072,-1.9720068,0.0059160204,0.13412973,0.08331169,-0.999988,0.08331169,1.0,3.3335855e-06,0.92516583,0.08344397,0.03993676,0.0016646675,-0.003030474,0.022501107,0.9341386,0.0841853,0.04034016,1.12758514e-07,0.001709620761871338,552.8168256282806,584.9247996582524,290000
-0.99409896,-1.9615309,0.0058845924,0.12365386,0.060718805,-0.99998355,0.060718805,1.0,1.2782132e-06,0.75655353,0.060611743,0.038792286,0.02220075,-0.0027441757,0.056724474,0.7595998,0.061271306,0.0391304,1.6433495e-07,0.001710664176940918,561.3701674938202,584.5680264799879,295000
-0.99414235,-1.9474382,0.0058423146,0.10956118,0.065259755,-0.9999847,0.065259755,1.0,8.975216e-06,0.6724989,0.064055115,0.035474967,0.0030569495,-0.008224343,0.0355428,0.6779327,0.06470178,0.0358514,2.1560055e-07,0.001723702335357666,569.9887034893036,580.146346731631,300000
-0.99416673,-1.9391989,0.005817596,0.10132174,0.063742846,-0.9999843,0.063742846,1.0,8.260606e-07,0.6242464,0.06361157,0.025650136,0.0013888822,-0.0027441173,0.011993513,0.62797266,0.06424047,0.027070047,3.9109704e-08,0.0022999738216400146,581.4885940551758,434.7874131760643,305000
-0.99428374,-1.8989338,0.0056968015,0.0610567,0.051267833,-0.9999805,0.051267833,1.0,6.4056223e-07,0.5366224,0.05147179,0.03265965,0.0012475046,-0.0031644315,0.01476824,0.5421057,0.05198683,0.0329917,2.1421247e-08,0.0017900013446807861,590.438637971878,558.6585154431644,310000
-0.9942887,-1.8969339,0.005690802,0.0590569,0.04872801,-0.9999795,0.04872801,1.0,4.121319e-06,0.5373295,0.049303077,0.032296866,0.0015672211,-0.0029967045,0.01317181,0.540856,0.049762458,0.032623097,8.24683e-08,0.001766326093673706,599.2703030109406,566.1466620676321,315000
-0.9943185,-1.8868773,0.0056606317,0.049000293,0.04777622,-0.99997914,0.04777622,1.0,4.7803287e-06,0.4619306,0.047587857,0.031027429,0.0024595454,-0.001908106,0.012845958,0.46641812,0.04810986,0.031390198,1.07644134e-07,0.0017256790161132812,607.8987381458282,579.4818337875319,320000
-0.99428284,-1.8996396,0.0056989184,0.061762452,0.05462902,-0.99998176,0.05462902,1.0,6.5200156e-06,0.4251669,0.054524336,0.030456519,0.002323238,-0.001122902,0.01530819,0.42845383,0.05505752,0.030766988,1.0263707e-07,0.001775946569442749,616.7785491943359,563.0797461819409,325000
-0.99426407,-1.9047782,0.0057143345,0.06690118,0.046335816,-0.9999784,0.046335816,1.0,4.844906e-05,0.37886447,0.045847237,0.028785095,0.007288872,-0.0015846223,0.027877495,0.38238835,0.04617598,0.02907015,7.1698247e-07,0.0022350537776947023,627.9538609981537,447.4163938680534,330000
-0.99435437,-1.8723111,0.005616933,0.03443408,0.03479738,-0.99997133,0.03479738,1.0,3.1416508e-05,0.36713725,0.03774316,0.030350598,0.002468864,-0.0059374776,0.023494452,0.3640673,0.038071357,0.030657168,1.5189102e-06,0.0017052781105041505,636.4802582263947,586.4143979382527,335000
-0.9943578,-1.8718386,0.0056155156,0.0339615,0.037435096,-0.99997336,0.037435096,1.0,3.0604542e-07,0.31567368,0.037807368,0.025499916,0.0011418903,-0.0007633975,0.009919904,0.31895792,0.03816674,0.02574802,1.1446006e-08,0.0017172453403472901,645.0665040016174,582.3277476775984,340000
-0.9942712,-1.9012177,0.005703653,0.06334063,0.03965476,-0.99997485,0.03965476,1.0,2.5109414e-06,0.30260754,0.039342143,0.02382342,0.0014962588,-0.0022471335,0.014301573,0.30573913,0.03968592,0.024101038,3.5818275e-08,0.0017105175018310547,653.619113445282,584.6181688610607,345000
-0.99433,-1.8807806,0.005642342,0.042903483,0.03614104,-0.99997234,0.03614104,1.0,1.9934964e-06,0.27950287,0.03652919,0.02093224,0.0007736111,-0.0011923291,0.009631546,0.28034323,0.036868703,0.022046635,6.872537e-08,0.001721597909927368,662.2271251678467,580.8554824407124,350000
-0.9942512,-1.9069319,0.005720796,0.06905483,0.035604686,-0.999972,0.035604686,1.0,4.7514476e-07,0.26318765,0.03533419,0.021602584,0.0013069917,-0.0015677355,0.011580453,0.2640951,0.0356303,0.021565499,4.453553e-09,0.0023311311721801757,673.8828041553497,428.976148854776,355000
-0.99433744,-1.876462,0.0056293863,0.038585015,0.030063983,-0.9999668,0.030063983,1.0,6.68716e-08,0.24611469,0.03013159,0.021331115,0.0005548453,-0.00026746825,0.004115865,0.24745569,0.030403893,0.021568898,6.03063e-09,0.0017596930027008056,682.6813099384308,568.2807280002079,360000
-0.9943478,-1.8670981,0.0056012943,0.029221106,0.01964628,-0.9999491,0.01964628,1.0,2.2136412e-06,0.07048449,0.020465037,0.0186711,0.0002471567,-0.0017556573,0.0067369444,0.060664326,0.020598888,0.019112432,7.6283094e-08,0.0017604053974151612,691.4833626747131,568.0507582250808,365000
-0.9943061,-1.8828149,0.0056484444,0.044937756,0.021980897,-0.9999545,0.021980897,1.0,1.8675812e-06,0.16333336,0.021114185,0.018371874,0.0016613806,-0.0025702291,0.025706816,0.16453138,0.021279296,0.018576391,2.9467799e-08,0.0017655660152435303,700.3112223148346,566.3903888383862,370000
-0.9941911,-1.9243554,0.005773066,0.08647838,0.02784941,-0.9999642,0.02784941,1.0,3.8257411e-07,0.19498134,0.027743682,0.018641135,0.0013997573,-0.0014938295,0.010351299,0.19568528,0.027967982,0.01882943,2.579909e-09,0.0017602602958679198,709.1125531196594,568.0975836933733,375000
-0.9941289,-1.945552,0.0058366563,0.10767504,0.029054217,-0.99996555,0.029054217,1.0,1.851454e-06,0.1887826,0.028835624,0.01847884,0.0007913948,-0.0019824787,0.015992228,0.18960297,0.029084377,0.018636048,9.4182084e-08,0.0023693374156951905,720.9592723846436,422.05879647859825,380000
-0.9941963,-1.9216316,0.005764895,0.083754525,0.025734555,-0.9999612,0.025734555,1.0,3.4438916e-08,0.1730755,0.025717795,0.018737178,0.004126535,-0.006185888,0.015767692,0.17419913,0.025957499,0.01893,1.4183938e-09,0.0017958557605743408,729.938588142395,556.8373717269258,385000
-0.99416935,-1.9302661,0.005790799,0.09238914,0.025105141,-0.9999601,0.025105141,1.0,1.7472442e-07,0.15783465,0.024992626,0.018595744,0.0037752013,-0.0016885214,0.01568908,0.15847377,0.025211498,0.018818725,2.0761496e-08,0.0017562825679779052,738.7200326919556,569.3842117590848,390000
-0.99415755,-1.9348783,0.0058046347,0.097001314,0.026458982,-0.9999622,0.026458982,1.0,2.2484753e-06,0.14924021,0.025577988,0.0178226,0.001826507,-0.00084251934,0.010275634,0.15050249,0.025856487,0.018002627,1.1954293e-07,0.0017611656188964843,747.5258932113647,567.8055545823569,395000
-0.9941417,-1.9369359,0.0058108075,0.099058725,0.021067554,-0.9999525,0.021067554,1.0,4.6523176e-08,0.13133307,0.021110374,0.017039785,0.0007375789,-0.0019159134,0.012234028,0.13215181,0.021311566,0.017210674,8.296232e-09,0.0017708638668060303,756.3802437782288,564.6959479472622,400000
-0.99419695,-1.9200169,0.0057600504,0.0821398,0.023287045,-0.999957,0.023287045,1.0,5.316356e-08,0.13048363,0.023361338,0.016081214,0.00069595035,-0.0028277584,0.008418689,0.13146232,0.023571085,0.01624365,3.5906813e-09,0.0022763826370239258,767.7621862888336,439.2933382212783,405000
-0.9942098,-1.9124184,0.0057372553,0.074541286,0.018911574,-0.9999471,0.018911574,1.0,1.4649829e-08,0.11493052,0.018805139,0.015810557,0.0014388026,-0.0008595454,0.010084869,0.11497127,0.018976863,0.01596551,3.5764025e-10,0.0017357663631439209,776.4410331249237,576.1141644200209,410000
-0.9940914,-1.9543912,0.005863174,0.116514206,0.0220216,-0.9999546,0.0220216,1.0,7.932056e-07,0.1187724,0.022048384,0.014536746,0.0017327381,-0.0021410948,0.015436054,0.11902921,0.022200871,0.014683582,1.3718001e-08,0.0017299659729003907,785.0908801555634,578.0458285177824,415000
-0.9941589,-1.9303198,0.0057909596,0.09244277,0.019938368,-0.9999499,0.019938368,1.0,2.1718947e-07,0.16018239,0.020033507,0.014042266,0.004190429,-0.000789647,0.015115567,0.16102414,0.020195153,0.014184107,1.2689335e-08,0.0017497090339660645,793.8394463062286,571.5233317640518,420000
-0.9940676,-1.9607804,0.0058823414,0.12290342,0.019974725,-0.99994993,0.019974725,1.0,4.3328015e-08,0.13450143,0.019916283,0.013706681,0.0020230368,-0.00050434587,0.007558914,0.13598652,0.020119108,0.013843598,9.0093827e-10,0.0017367186546325684,802.5230617523193,575.7982966336801,425000
-0.9942311,-1.9019542,0.005705863,0.06407705,0.01586348,-0.99993694,0.01586348,1.0,3.1248575e-08,0.15130278,0.015806643,0.0131159015,0.00070932927,-0.0005926916,0.004662427,0.15269978,0.015965896,0.013281104,8.157968e-10,0.002335501337051392,814.200581073761,428.1734623235071,430000
-0.99406636,-1.9602361,0.005880708,0.122358985,0.018902406,-0.9999471,0.018902406,1.0,5.1398814e-07,0.110742874,0.019152775,0.01382033,0.0026898542,-0.0017351634,0.015735311,0.11286846,0.019330502,0.013985555,2.183894e-08,0.0017756747245788575,823.0789890289307,563.1659653068721,435000
-0.9942347,-1.9017357,0.0057052067,0.063858576,0.016635861,-0.99993986,0.016635861,1.0,3.1160347e-08,0.08382176,0.016693212,0.013940871,0.0003732518,-0.0002634671,0.0027366634,0.0841476,0.016854897,0.014082442,5.8353744e-10,0.0018320499420166015,832.2392721176147,545.8364352702216,440000
-0.99406564,-1.9589497,0.0058768494,0.12107275,0.017398626,-0.9999425,0.017398626,1.0,3.4907433e-08,0.107002966,0.017335191,0.013165407,0.0005579295,-0.0017551518,0.0076487614,0.10698824,0.017514015,0.01329839,4.178114e-09,0.0018219088554382325,841.3488535881042,548.8747052007932,445000
-0.9940748,-1.9558929,0.0058676787,0.118015885,0.017381439,-0.9999425,0.017381439,1.0,2.574595e-07,0.1198843,0.017380994,0.01326968,0.0007858963,-0.0025620754,0.010851175,0.1195407,0.017538719,0.0134037165,1.3783528e-09,0.0018329626083374024,850.5137050151825,545.5646106415629,450000
