training/grad/max,training/grad/min,training/grad/norm,training/high_actor/actor_loss,training/high_actor/adv,training/high_actor/bc_log_prob,training/high_actor/mse,training/high_actor/std,training/low_actor/actor_loss,training/low_actor/adv,training/low_actor/bc_log_prob,training/low_actor/mse,training/low_actor/std,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,time/step_time,time/total_time,step
36.26984,-29.251425,832.94055,676.58325,7.5329933,-9.790435,0.12020991,1.0,273.10583,0.47979003,-7.5818224,0.057578634,1.0,0.33571672,-110.67663,-360.7414,12.206543,0.003702659749984741,305.3898277282715,75000
21.439867,-24.514463,616.673,696.03516,8.283256,-9.81156,0.12443496,1.0,268.26788,0.43347672,-7.593231,0.060430694,1.0,0.83996475,-108.66613,-386.92307,10.5881405,0.003708625602722168,323.9329586029053,80000
89.073494,-41.14905,988.1516,637.40967,6.7678757,-9.690681,0.10025912,1.0,275.57077,0.45133084,-7.5830107,0.057875656,1.0,1.3455088,-111.91507,-412.79846,17.242826,0.003715526342391968,342.51059317588806,85000
72.447174,-30.785585,957.9332,682.67065,8.400183,-9.864622,0.13504727,1.0,270.13757,0.4103067,-7.599206,0.061924435,1.0,1.0101894,-109.70978,-441.96515,19.16558,0.0037154752731323243,361.0879719257355,90000
68.38662,-31.430838,863.5263,670.5038,7.951826,-9.713487,0.10482027,1.0,261.6332,0.14600605,-7.5801,0.057147883,1.0,0.88255656,-116.25394,-468.91248,12.033778,0.0037164740562438967,379.6703448295593,95000
50.55395,-38.61931,957.42633,667.7564,9.425554,-9.611203,0.08436366,1.0,272.2748,0.5600474,-7.5797367,0.05705719,1.0,0.44752038,-113.4628,-497.4626,21.156158,0.0037132664680480957,398.2366805076599,100000
55.300934,-51.061874,711.25256,674.11383,8.802222,-9.644438,0.09101059,1.0,288.58878,0.53029156,-7.584875,0.0583417,1.0,1.9497733,-118.62886,-524.9166,14.7752285,0.004667683410644531,421.57510113716125,105000
55.80198,-25.650684,738.75665,654.9616,8.299904,-9.635962,0.089315414,1.0,256.40845,0.12132288,-7.5606422,0.052283574,1.0,0.6084898,-117.87981,-554.35834,14.479835,0.003719527244567871,440.172739982605,110000
21.686356,-13.695252,552.90204,636.3345,8.248409,-9.630155,0.08815398,1.0,246.58224,0.42607307,-7.566967,0.05386457,1.0,0.35965055,-122.52383,-585.8804,11.501051,0.003720583200454712,458.77565836906433,115000
43.659195,-26.230572,819.4205,676.13403,8.730591,-9.622429,0.08660891,1.0,272.75284,0.40563518,-7.56837,0.05421541,1.0,0.45790493,-122.981316,-618.426,16.930397,0.003719736099243164,477.3743417263031,120000
27.60248,-34.478645,739.2867,683.8123,8.250564,-9.612622,0.08464747,1.0,288.33942,0.47072595,-7.5801907,0.057170626,1.0,0.69729006,-121.3363,-649.41736,14.885658,0.003720886278152466,495.9787759780884,125000
37.794895,-23.25965,862.4057,681.80664,8.91094,-9.642682,0.09065931,1.0,272.8441,0.60908544,-7.588185,0.05916918,1.0,1.2511922,-122.66084,-680.9053,19.521883,0.0037195045471191406,514.576301574707,130000
30.720366,-34.762,731.1388,669.7299,8.728436,-9.587944,0.07971175,1.0,280.35205,0.25922424,-7.5770245,0.056379125,1.0,0.6977498,-117.121765,-709.493,14.752548,0.003718919849395752,533.1709041595459,135000
37.988773,-68.68987,935.1683,653.22437,8.005367,-9.607855,0.08369379,1.0,259.561,0.19225332,-7.567359,0.0539627,1.0,0.5945489,-132.88297,-747.4839,22.941685,0.0037195687770843508,551.768750667572,140000
217.18811,-971.8989,3408.7854,662.10156,8.053398,-9.574165,0.076956,1.0,284.82465,0.5427789,-7.5574512,0.051485844,1.0,0.790571,-123.91062,-777.2278,48.10822,0.0037165841102600097,570.3516736030579,145000
193.87317,-127.68925,1589.5272,667.0314,6.907917,-9.65796,0.09371493,1.0,267.41043,0.276035,-7.5825253,0.057754252,1.0,0.7166662,-111.9385,-811.6171,19.198421,0.0037192296504974364,588.9478249549866,150000
126.958595,-60.396946,1124.3423,668.1599,7.8772044,-9.596056,0.08133411,1.0,276.58334,0.28876472,-7.558423,0.05172874,1.0,0.44687337,-118.673294,-837.3405,21.329147,0.004656360673904419,612.229630947113,155000
405.3993,-2799.3103,6085.7944,656.45026,8.579662,-9.540058,0.07013451,1.0,276.7044,0.5046711,-7.565836,0.053581927,1.0,0.93929875,-124.7023,-873.00775,102.53226,0.0037153035640716554,630.8061513900757,160000
67.75381,-77.44828,1035.9353,641.2992,8.882771,-9.5468235,0.0714876,1.0,279.33508,0.39642766,-7.5728655,0.055339217,1.0,0.63522685,-135.36339,-907.0681,16.839434,0.0037170293807983396,649.3913013935089,165000
46.855904,-49.208263,1001.3891,637.9927,8.925588,-9.643517,0.09082643,1.0,260.82986,0.28257215,-7.573847,0.055584706,1.0,0.9877795,-122.60184,-936.0729,19.589182,0.003715429973602295,667.9684536457062,170000
152.12509,-31.521814,1000.093,668.43036,8.101826,-9.696093,0.1013416,1.0,262.78168,0.22062063,-7.571211,0.05492571,1.0,0.9509057,-124.42764,-971.58734,17.617393,0.0037213974475860598,686.5754461288452,175000
547.87274,-2814.2678,7061.9263,670.2372,7.519904,-9.936865,0.14949587,1.0,258.97678,0.3794425,-7.590165,0.05966415,1.0,1.1179985,-117.65155,-1001.11456,163.61203,0.003717389154434204,705.1623947620392,180000
57.848713,-58.418003,1412.5177,653.71936,7.9139037,-9.7257395,0.10727098,1.0,272.39276,0.5239681,-7.5646973,0.0532972,1.0,1.2450721,-118.929535,-1034.4355,22.59219,0.003716648530960083,723.7456405162811,185000
127.5529,-81.14573,1310.1173,619.7694,7.620736,-9.607336,0.08359009,1.0,266.47885,0.30981305,-7.553591,0.050520644,1.0,0.40353,-130.50073,-1063.8447,16.92078,0.0037161314964294432,742.3263001441956,190000
42.18888,-33.80399,648.77893,653.52124,7.4030876,-9.649877,0.09209823,1.0,280.1665,0.63995814,-7.551673,0.05004115,1.0,2.0879245,-121.47946,-1098.1278,12.782618,0.00371925687789917,760.9225878715515,195000
106.20207,-56.07542,1085.5402,662.4861,8.301353,-9.834795,0.12908183,1.0,265.17395,0.26911563,-7.5764527,0.056236148,1.0,0.8545004,-122.318695,-1132.7888,17.911598,0.003715431308746338,779.4997470378876,200000
175.03896,-299.8689,2833.9863,661.57623,6.9108524,-9.837624,0.12964766,1.0,275.43716,0.37179303,-7.564521,0.053253222,1.0,1.5520694,-127.77303,-1159.5725,50.418633,0.004668017768859863,802.839839220047,205000
31.232311,-53.98923,836.463,680.2084,7.7606363,-10.109095,0.18394193,1.0,279.2577,0.5531241,-7.5907345,0.059806675,1.0,0.7142792,-120.030045,-1198.958,17.759258,0.003713358402252197,821.4066340923309,210000
246.13809,-675.681,3652.4595,629.88574,6.4021597,-9.873564,0.13683575,1.0,254.70555,0.02974294,-7.5837584,0.058062606,1.0,0.96171784,-122.98173,-1233.7986,32.095734,0.0037148315906524658,839.9807946681976,215000
366.50684,-170.06636,2366.297,657.07745,7.0795703,-9.8306,0.12824301,1.0,280.7157,0.43020877,-7.5698886,0.05459512,1.0,1.035922,-112.217316,-1268.5874,32.400253,0.0037141472816467286,858.5515336990356,220000
2264.545,-1034.2192,6638.027,656.2865,6.743286,-9.861407,0.1344044,1.0,276.28235,0.46632326,-7.587413,0.058976173,1.0,0.44827175,-125.21446,-1300.092,53.568726,0.0037161412715911867,877.1322424411774,225000
206.22537,-156.1579,3890.4263,636.492,7.122944,-9.71243,0.10460899,1.0,229.62886,0.10847818,-7.579129,0.05690533,1.0,1.8558745,-121.9326,-1335.559,35.705246,0.003718043041229248,895.7224609851837,230000
5431.8975,-1770.0116,14634.082,663.2021,7.672056,-9.712524,0.104627706,1.0,263.62808,0.33320898,-7.5513515,0.049960747,1.0,1.7062503,-123.61383,-1378.6366,77.36101,0.0037161850929260253,914.3033895492554,235000
839.48737,-287.90015,4083.6006,625.7224,6.412739,-9.741777,0.110478275,1.0,266.97668,0.32762164,-7.574017,0.055627212,1.0,0.99462306,-126.263794,-1415.1569,50.320618,0.0037183454513549804,932.8951194286346,240000
82.76668,-142.01216,1933.3715,666.1014,7.000918,-9.853727,0.13286851,1.0,247.38048,0.29829237,-7.5730295,0.055380423,1.0,1.1571406,-126.176285,-1452.6963,20.135618,0.0037181644439697264,951.4859442710876,245000
602.8446,-525.09546,7614.323,656.2824,7.2860293,-9.7315855,0.10844008,1.0,273.78247,0.3647405,-7.5695405,0.05450801,1.0,1.2073903,-124.661255,-1482.3145,221.53943,0.00371922926902771,970.0820937156677,250000
735.9508,-2495.7292,9283.365,504.50854,4.3864107,-10.362106,0.23454428,1.0,214.2196,0.45685998,-7.5709267,0.0548546,1.0,1.1553856,-85.91911,-1529.4292,236.97624,0.004643480968475342,993.2995014190674,255000
163.22934,-127.70246,2035.9176,474.88165,2.7820663,-9.631617,0.088446155,1.0,190.85083,0.28475404,-7.5886602,0.059287965,1.0,2.045515,-72.29576,-1577.8405,16.255802,0.0037195980072021483,1011.8974940776825,260000
87.53497,-130.71346,816.254,489.91333,3.1969895,-9.306526,0.023428269,1.0,254.5668,0.4360794,-7.5721703,0.055165403,1.0,3.5128603,-57.82336,-1619.9613,13.601537,0.0037197009563446045,1030.4960012435913,265000
48.986645,-47.389847,693.40704,492.61768,3.1733909,-9.212891,0.0047010337,1.0,283.6301,0.34438807,-7.5754194,0.055977814,1.0,2.2255511,-39.90828,-1623.3694,5.4556847,0.003716630172729492,1049.0791554450989,270000
163.30966,-410.7074,2588.942,513.24207,4.3475075,-9.199224,0.0019678108,1.0,271.29642,0.4136441,-7.5795507,0.0570107,1.0,2.6838174,-53.030666,-1645.9768,25.53973,0.0037174137592315675,1067.6662275791168,275000
8.767251,-8.248689,180.95908,414.17194,1.5644196,-9.199052,0.0019333259,1.0,84.46651,0.13563547,-7.5860767,0.058642182,1.0,9.970581,-27.759548,-1682.613,7.002201,0.0037184789180755616,1086.2586252689362,280000
12.076305,-7.7601132,165.27934,517.4901,3.3008876,-9.196133,0.0013494979,1.0,261.5207,0.37327272,-7.582431,0.057730738,1.0,3.6481574,-40.94463,-1571.5588,2.673706,0.0037222975254058836,1104.87011551857,285000
16.771685,-31.08739,290.93066,564.0958,5.9541245,-9.194781,0.001079359,1.0,296.7384,0.32505935,-7.5885415,0.05925834,1.0,3.2860131,-64.26869,-176.30121,3.22956,0.0037181453704833983,1123.4608449935913,290000
37.633907,-30.05802,502.43784,582.5401,6.4519076,-9.196552,0.0014334214,1.0,252.638,0.20835504,-7.560896,0.052346848,1.0,2.8452234,-77.8833,-237.90427,4.281395,0.0037214887619018556,1142.068291425705,295000
20.964725,-16.130392,304.69714,583.43835,6.330983,-9.201618,0.002446574,1.0,232.6393,0.12065376,-7.5522985,0.050197523,1.0,1.0438542,-82.23224,-258.13214,6.059954,0.0037161991119384766,1160.6492900848389,300000
58.941113,-46.489155,750.9544,562.94275,5.7249002,-9.208221,0.0037672278,1.0,195.19916,0.05658502,-7.5634575,0.052987274,1.0,1.9306134,-80.49113,-292.74707,7.8949647,0.004677835464477539,1184.0384702682495,305000
14.964568,-18.200865,332.21616,552.66003,5.594505,-9.210529,0.0042288573,1.0,243.46991,0.26725116,-7.5588274,0.051829673,1.0,0.65721416,-82.51807,-295.3089,9.83066,0.003715738248825073,1202.6171643733978,310000
122.60395,-58.867096,845.0404,576.7793,6.6415963,-9.2186165,0.005846336,1.0,240.69958,0.23761198,-7.5587883,0.051819973,1.0,0.53332627,-87.137726,-324.64673,10.188922,0.0037150346755981446,1221.1923406124115,315000
20.599237,-37.577496,492.58524,599.56635,6.7604275,-9.23384,0.0088909045,1.0,231.05545,0.29337892,-7.547551,0.049010746,1.0,0.7333236,-90.60758,-350.9007,9.463882,0.00371624436378479,1239.7735652923584,320000
44.794277,-37.8759,620.74036,599.65906,7.140203,-9.251732,0.012469261,1.0,271.73407,0.4952395,-7.5573874,0.051469766,1.0,1.713238,-94.709816,-380.17276,8.547007,0.0037158306121826174,1258.352721452713,325000
52.076054,-30.912971,558.77893,612.4093,7.1290464,-9.266193,0.0153617505,1.0,253.17229,0.20810236,-7.5568976,0.051347386,1.0,0.26208085,-101.18799,-390.44604,11.022697,0.003718614435195923,1276.9457964897156,330000
36.486122,-42.31518,684.3414,632.797,8.318336,-9.278258,0.017774595,1.0,274.95123,0.47605836,-7.555907,0.051099636,1.0,0.46723497,-103.641785,-421.5998,11.236013,0.003717619562149048,1295.5338971614838,335000
36.755253,-27.515554,733.15216,582.93396,6.854336,-9.331169,0.02835666,1.0,244.77121,0.1974182,-7.566328,0.05370488,1.0,1.0837657,-100.18347,-442.13086,15.684803,0.0037174450397491456,1314.121125459671,340000
27.5768,-17.272219,428.667,611.40784,7.1451936,-9.311821,0.024487233,1.0,273.8561,0.37128383,-7.56472,0.053303026,1.0,1.3573661,-109.26668,-486.55328,13.263954,0.0037176134109497072,1332.709195137024,345000
44.05307,-33.150764,587.88464,612.22577,7.1894126,-9.322735,0.02666972,1.0,256.8105,0.37010553,-7.566125,0.053654116,1.0,0.5819464,-116.65594,-512.44025,14.55696,0.0037219605922698975,1351.319001197815,350000
29.14494,-31.248217,610.6478,631.67865,6.7315555,-9.325913,0.027305698,1.0,240.14958,0.25760013,-7.566636,0.053781994,1.0,0.9048617,-107.03412,-548.8406,21.74136,0.004681863164901733,1374.7283205986023,355000
43.082764,-79.483284,848.20184,597.72314,7.0261583,-9.357147,0.033552505,1.0,216.00116,0.3340146,-7.558429,0.05173011,1.0,0.73766744,-115.63464,-555.1577,17.342445,0.0037178571701049806,1393.3176093101501,360000
42.969204,-92.644005,1060.7028,628.9011,7.7356973,-9.352911,0.032705024,1.0,257.3618,0.41017467,-7.5590544,0.051886544,1.0,0.84856427,-109.821365,-593.8203,24.059921,0.0037202179908752443,1411.9187018871307,365000
39.453087,-59.787815,653.4325,646.5039,7.9748883,-9.345396,0.031202167,1.0,244.05739,0.24625017,-7.560067,0.052139856,1.0,1.285902,-107.90788,-633.51276,15.350643,0.0037181215286254884,1430.5093128681183,370000
63.383617,-37.92337,745.3747,627.9259,7.1503634,-9.3681555,0.03575416,1.0,255.04987,0.33548594,-7.556049,0.051135197,1.0,0.53870356,-118.8811,-643.31165,16.302519,0.0037232412815093995,1449.1255218982697,375000
39.082867,-25.150276,601.84045,631.6398,7.502145,-9.458584,0.053839754,1.0,252.2371,0.14772898,-7.558445,0.051734168,1.0,1.2307432,-114.3018,-678.24536,19.766449,0.0037184527397155762,1467.7177879810333,380000
20.83249,-21.87552,543.4431,614.82855,6.8195033,-9.411131,0.044349145,1.0,233.25119,0.42482942,-7.547456,0.048987,1.0,1.0007203,-119.65168,-699.97974,18.335161,0.003725254774093628,1486.3440644741058,385000
32.373604,-39.365242,501.7052,645.30664,8.0728,-9.444569,0.051036786,1.0,272.54703,0.49033618,-7.56001,0.052125465,1.0,3.9998217,-109.70291,-729.62573,15.89544,0.003722534656524658,1504.9567408561707,390000
94.07188,-100.59335,1187.8553,633.1811,6.1030664,-9.366775,0.0354779,1.0,255.09076,0.36861414,-7.5604315,0.052230842,1.0,1.3237005,-101.17377,-738.64087,21.951607,0.003722152090072632,1523.567504644394,395000
337.2744,-169.35979,1400.5721,615.1228,7.1255407,-9.35964,0.03405094,1.0,243.61165,0.18828046,-7.564022,0.05312846,1.0,1.9995874,-119.74634,-780.8733,19.16751,0.003720577096939087,1542.1703925132751,400000
281.92328,-94.48395,1412.6707,626.8602,7.275465,-9.369492,0.03602142,1.0,248.8818,0.18900609,-7.5482717,0.04919085,1.0,2.1625857,-107.433716,-812.05383,22.359535,0.0046579649925231935,1565.4602205753326,405000
52.68581,-30.335024,667.8558,620.1909,5.8680325,-9.451133,0.052349556,1.0,246.05371,0.30059978,-7.5636587,0.05303766,1.0,2.688848,-108.59231,-829.2792,14.754982,0.003718049669265747,1584.050472021103,410000
97.21299,-78.578026,1384.5145,657.76733,8.115594,-9.406424,0.0434076,1.0,284.45468,0.5365205,-7.5588307,0.05183064,1.0,0.5129333,-114.53361,-867.3346,196.43015,0.0037198256969451903,1602.6496033668518,415000
624.0178,-2348.4211,10351.699,487.33685,3.929093,-9.472736,0.056670267,1.0,133.75194,0.26084992,-7.602709,0.06280019,1.0,1.3022346,-69.596245,-893.505,94.33256,0.0037183145999908447,1621.2411789894104,420000
3246.1943,-1054.5415,10555.684,424.48294,2.1699448,-9.270869,0.016296742,1.0,86.91225,0.12482174,-7.584079,0.05814268,1.0,4.4530764,-48.495483,-924.5567,34.406853,0.003715152454376221,1639.8169441223145,425000
45.649586,-44.617123,714.2084,480.82318,2.6723046,-9.253831,0.012889141,1.0,164.41833,0.28057194,-7.574704,0.055799007,1.0,1.90732,-46.45199,-915.93555,7.1053414,0.003715975093841553,1658.396821975708,430000
371.1096,-2038.6747,5549.8477,503.26385,3.3704548,-9.263744,0.014871753,1.0,220.47148,0.42766654,-7.5714736,0.054991364,1.0,2.3530984,-53.86627,-971.469,71.55638,0.003715160179138184,1676.9726257324219,435000
104.64413,-106.856865,1578.6691,515.0616,3.3874574,-9.326193,0.027361507,1.0,229.86533,0.39140406,-7.5664806,0.053743176,1.0,3.1264844,-58.2755,-1004.26196,11.626263,0.0037128308296203614,1695.5367827415466,440000
37.710556,-58.369972,553.1092,598.16406,5.7563086,-9.300072,0.022137372,1.0,317.28375,0.7930264,-7.5603,0.052197848,1.0,3.50694,-72.82394,-1011.6445,6.7015457,0.0037151580810546874,1714.1125783920288,445000
23.827074,-15.777327,449.2519,610.33057,6.449038,-9.265703,0.015263719,1.0,264.95993,0.30760944,-7.545532,0.048505988,1.0,5.9810038,-79.57351,-1061.6382,8.4833145,0.0037150100708007814,1732.6876316070557,450000
58.120445,-24.98928,535.69714,594.1535,6.2169485,-9.265541,0.015231199,1.0,253.07927,0.12458066,-7.5611944,0.05242151,1.0,1.5650723,-88.395004,-1094.7037,8.767929,0.004665761280059815,1756.0164411067963,455000
25.888803,-13.795748,413.5679,608.36615,5.914233,-9.262015,0.0145259965,1.0,230.33638,0.31671956,-7.5577173,0.051552333,1.0,3.1838994,-79.908005,-1062.1791,11.677583,0.0037140400409698487,1774.5866441726685,460000
79.1955,-302.0558,1157.2283,638.3014,7.1449785,-9.291224,0.020367576,1.0,285.47083,0.5526343,-7.538414,0.046726376,1.0,1.0936167,-93.85622,-1126.1045,29.20846,0.003714921283721924,1793.1612539291382,465000
42.009678,-39.065445,875.7793,594.53357,6.7274523,-9.31868,0.02585916,1.0,235.83342,0.24178973,-7.550343,0.04970877,1.0,2.1158166,-100.34566,-1205.4294,13.491575,0.0037159164428710936,1811.7408411502838,470000
51.751453,-59.21881,927.3335,601.73193,6.8827605,-9.332554,0.028633842,1.0,233.22646,0.110642985,-7.5611615,0.052413315,1.0,0.9945915,-107.91763,-1231.3324,12.738915,0.0037152457237243654,1830.3170728683472,475000
44.1157,-76.897736,988.3266,651.4297,8.643362,-9.345958,0.03131446,1.0,247.58731,0.012179773,-7.55154,0.05000793,1.0,1.9014547,-116.50181,-1274.7795,14.958684,0.0037661354541778562,1849.1477530002594,480000
29.767164,-28.838972,766.4564,616.25696,6.6500883,-9.364476,0.035018194,1.0,273.18524,0.46283087,-7.5370026,0.046373665,1.0,0.2862134,-123.58838,-1310.4873,17.488525,0.0037163286685943605,1867.72940158844,485000
156.68083,-429.84137,2391.9126,622.48505,6.48764,-9.340193,0.030161416,1.0,261.7437,0.5291307,-7.5557566,0.051062144,1.0,0.7765513,-123.03067,-1308.1256,95.528656,0.0037143122673034667,1886.3009660243988,490000
46.158188,-29.129076,580.4769,643.6762,7.0473785,-9.343536,0.03083036,1.0,240.28589,0.3150949,-7.548583,0.04926865,1.0,1.7040002,-112.78644,-1436.8219,12.819012,0.0037163049697875976,1904.8824937343597,495000
53.544605,-42.760124,716.2612,631.4701,6.9597754,-9.400044,0.042131927,1.0,250.27692,0.18653974,-7.558333,0.051706202,1.0,1.8872678,-116.44575,-1404.2942,15.976157,0.003715380382537842,1923.4593982696533,500000
67.65654,-149.16556,1297.033,616.8515,6.135227,-9.370995,0.036321905,1.0,229.97968,0.24206957,-7.543519,0.048002757,1.0,0.92131495,-121.397026,-1487.6074,22.711498,0.004657500600814819,1946.7469041347504,505000
104.84049,-192.49113,1866.9489,606.6667,6.1466913,-9.3929405,0.040710926,1.0,257.21225,0.31533846,-7.5511208,0.049903274,1.0,0.85555357,-117.60297,-1478.821,17.063498,0.003712408971786499,1965.3089520931244,510000
74.72016,-81.28916,982.7643,614.1214,6.4475408,-9.408941,0.043911286,1.0,229.29053,0.08707705,-7.5590897,0.051895354,1.0,0.5679806,-107.1848,-1531.3135,19.565872,0.003712944173812866,1983.873675584793,515000
304.31903,-175.8886,1881.5919,624.1374,6.798771,-9.410471,0.04421721,1.0,240.60966,0.35031345,-7.5626316,0.05278093,1.0,1.1420928,-111.476776,-1646.417,27.537043,0.003712588834762573,2002.436622619629,520000
171.61769,-103.735985,1731.3452,598.6477,6.0747027,-9.48951,0.060024943,1.0,269.1266,0.37503707,-7.551506,0.049999364,1.0,2.241379,-117.042435,-1628.4407,20.5793,0.0037142087936401368,2021.0076715946198,525000
141.24681,-143.09727,2179.96,630.49744,7.5157595,-9.470485,0.056219745,1.0,226.11221,0.20079276,-7.5476604,0.04903803,1.0,2.1501894,-124.86903,-1766.4712,39.55893,0.0037146303653717043,2039.5808265209198,530000
40.00572,-42.826057,905.5317,587.9112,5.2516565,-9.501539,0.062430788,1.0,210.07216,0.24054159,-7.563629,0.05303031,1.0,2.8116808,-105.095085,-1802.2092,23.006989,0.0037139599323272707,2058.1506292819977,535000
103.105835,-132.40703,2220.5679,556.57025,3.963972,-9.504143,0.06295131,1.0,192.58978,0.25634003,-7.551166,0.0499145,1.0,2.274144,-103.76564,-1896.9158,38.229187,0.0037149370193481444,2076.7253177165985,540000
259.28284,-187.29355,2318.7852,544.03827,3.925229,-9.366116,0.03534611,1.0,155.68515,0.23259842,-7.567023,0.053878658,1.0,3.2669172,-95.78113,-1867.9031,30.881529,0.0037168736934661867,2095.3096890449524,545000
533.3232,-220.27751,4883.1875,543.14026,3.689375,-9.365901,0.035303142,1.0,174.83104,0.21000738,-7.577768,0.056565,1.0,5.1433682,-77.0235,-2006.6799,55.6883,0.0037176636219024657,2113.898012638092,550000
57.9857,-162.95908,1405.9076,549.69794,3.6733963,-9.3186245,0.025847888,1.0,226.69104,0.2835014,-7.567889,0.054095358,1.0,3.7338517,-63.871086,-2057.5132,19.178173,0.0046408298492431645,2137.102167367935,555000
75.41064,-45.921314,1197.9994,526.9802,2.9015727,-9.274927,0.017108245,1.0,188.73767,0.20703658,-7.575734,0.0560565,1.0,4.5468826,-55.218285,-2086.3755,9.768849,0.003717301416397095,2155.6886792182922,560000
23.733156,-39.528976,741.45746,600.65784,4.905113,-9.359133,0.033949487,1.0,251.3892,0.43849352,-7.557801,0.051573124,1.0,4.9642706,-61.59378,-1626.0667,10.324954,0.0037177762985229493,2174.2775633335114,565000
85.88072,-103.3129,1203.2544,550.95215,4.2927885,-9.456137,0.053350445,1.0,257.4349,0.49914676,-7.569975,0.054616727,1.0,3.1272306,-83.093025,-1851.3687,22.043423,0.003716787576675415,2192.8615045547485,570000
226.64856,-424.0792,3660.1875,561.9109,4.439042,-9.455821,0.053287137,1.0,248.00507,0.4293539,-7.5574474,0.051484726,1.0,4.823045,-76.78056,-1623.5322,117.33794,0.0037173599243164063,2211.4483070373535,575000
75.735596,-57.297203,721.8372,548.3737,3.9620337,-9.245399,0.011202979,1.0,209.66852,0.25711352,-7.559472,0.051990934,1.0,5.593483,-59.606186,-1987.0928,6.9291115,0.003717627143859863,2230.0364458560944,580000
148.80092,-195.16098,2120.2578,577.11865,5.3224745,-9.220475,0.006217921,1.0,285.48816,0.5704891,-7.5550556,0.050886843,1.0,3.0247529,-71.716675,-1095.0103,10.476355,0.0037157647132873535,2248.615272283554,585000
47.743904,-66.15388,945.4969,572.5756,5.35266,-9.242676,0.010658264,1.0,282.59848,0.472888,-7.5558105,0.051075622,1.0,4.2836733,-74.17609,-1160.79,11.365945,0.0037180980682373047,2267.2057654857635,590000
