pointmaze-giant-stitch-v0	GCIQL	4
pointmaze-giant-stitch-v0	HIQL	0
pointmaze-giant-stitch-v0	HIQL	1
pointmaze-giant-stitch-v0	HIQL	2
pointmaze-giant-stitch-v0	HIQL	3
pointmaze-giant-stitch-v0	HIQL	4
pointmaze-teleport-stitch-v0	GCBC	0
pointmaze-teleport-stitch-v0	GCBC	1
pointmaze-teleport-stitch-v0	GCBC	2
pointmaze-teleport-stitch-v0	GCBC	3
pointmaze-teleport-stitch-v0	GCBC	4
pointmaze-teleport-stitch-v0	GCIVL	0
pointmaze-teleport-stitch-v0	GCIVL	1
pointmaze-teleport-stitch-v0	GCIVL	2
pointmaze-teleport-stitch-v0	GCIVL	3
pointmaze-teleport-stitch-v0	GCIVL	4
pointmaze-teleport-stitch-v0	GCIQL	0
pointmaze-teleport-stitch-v0	GCIQL	1
pointmaze-teleport-stitch-v0	GCIQL	2
pointmaze-teleport-stitch-v0	GCIQL	3
pointmaze-teleport-stitch-v0	GCIQL	4
pointmaze-teleport-stitch-v0	HIQL	0
pointmaze-teleport-stitch-v0	HIQL	1
pointmaze-teleport-stitch-v0	HIQL	2
pointmaze-teleport-stitch-v0	HIQL	3
pointmaze-teleport-stitch-v0	HIQL	4
antmaze-medium-navigate-v0	GCBC	0
antmaze-medium-navigate-v0	GCBC	1
antmaze-medium-navigate-v0	GCBC	2
antmaze-medium-navigate-v0	GCBC	3
antmaze-medium-navigate-v0	GCBC	4
antmaze-medium-navigate-v0	GCIVL	0
antmaze-medium-navigate-v0	GCIVL	1
antmaze-medium-navigate-v0	GCIVL	2
antmaze-medium-navigate-v0	GCIVL	3
antmaze-medium-navigate-v0	GCIVL	4
antmaze-medium-navigate-v0	GCIQL	0
antmaze-medium-navigate-v0	GCIQL	1
antmaze-medium-navigate-v0	GCIQL	2
antmaze-medium-navigate-v0	GCIQL	3
antmaze-medium-navigate-v0	GCIQL	4
antmaze-medium-navigate-v0	HIQL	0
antmaze-medium-navigate-v0	HIQL	1
antmaze-medium-navigate-v0	HIQL	2
antmaze-medium-navigate-v0	HIQL	3
antmaze-medium-navigate-v0	HIQL	4
antmaze-large-navigate-v0	GCBC	0
antmaze-large-navigate-v0	GCBC	1
antmaze-large-navigate-v0	GCBC	2
antmaze-large-navigate-v0	GCBC	3
antmaze-large-navigate-v0	GCBC	4
antmaze-large-navigate-v0	GCIVL	0
antmaze-large-navigate-v0	GCIVL	1
antmaze-large-navigate-v0	GCIVL	2
antmaze-large-navigate-v0	GCIVL	3
antmaze-large-navigate-v0	GCIVL	4
antmaze-large-navigate-v0	GCIQL	0
antmaze-large-navigate-v0	GCIQL	1
antmaze-large-navigate-v0	GCIQL	2
antmaze-large-navigate-v0	GCIQL	3
antmaze-large-navigate-v0	GCIQL	4
antmaze-large-navigate-v0	HIQL	0
antmaze-large-navigate-v0	HIQL	1
antmaze-large-navigate-v0	HIQL	2
antmaze-large-navigate-v0	HIQL	3
antmaze-large-navigate-v0	HIQL	4
antmaze-giant-navigate-v0	GCBC	0
antmaze-giant-navigate-v0	GCBC	1
antmaze-giant-navigate-v0	GCBC	2
antmaze-giant-navigate-v0	GCBC	3
antmaze-giant-navigate-v0	GCBC	4
antmaze-giant-navigate-v0	GCIVL	0
antmaze-giant-navigate-v0	GCIVL	1
antmaze-giant-navigate-v0	GCIVL	2
antmaze-giant-navigate-v0	GCIVL	3
antmaze-giant-navigate-v0	GCIVL	4
antmaze-giant-navigate-v0	GCIQL	0
antmaze-giant-navigate-v0	GCIQL	1
antmaze-giant-navigate-v0	GCIQL	2
antmaze-giant-navigate-v0	GCIQL	3
antmaze-giant-navigate-v0	GCIQL	4
antmaze-giant-navigate-v0	HIQL	0
antmaze-giant-navigate-v0	HIQL	1
antmaze-giant-navigate-v0	HIQL	2
antmaze-giant-navigate-v0	HIQL	3
antmaze-giant-navigate-v0	HIQL	4
antmaze-teleport-navigate-v0	GCBC	0
antmaze-teleport-navigate-v0	GCBC	1
antmaze-teleport-navigate-v0	GCBC	2
antmaze-teleport-navigate-v0	GCBC	3
antmaze-teleport-navigate-v0	GCBC	4
antmaze-teleport-navigate-v0	GCIVL	0
antmaze-teleport-navigate-v0	GCIVL	1
antmaze-teleport-navigate-v0	GCIVL	2
antmaze-teleport-navigate-v0	GCIVL	3
antmaze-teleport-navigate-v0	GCIVL	4
antmaze-teleport-navigate-v0	GCIQL	0
antmaze-teleport-navigate-v0	GCIQL	1
antmaze-teleport-navigate-v0	GCIQL	2
antmaze-teleport-navigate-v0	GCIQL	3
antmaze-teleport-navigate-v0	GCIQL	4
antmaze-teleport-navigate-v0	HIQL	0
antmaze-teleport-navigate-v0	HIQL	1
antmaze-teleport-navigate-v0	HIQL	2
antmaze-teleport-navigate-v0	HIQL	3
antmaze-teleport-navigate-v0	HIQL	4
antmaze-medium-stitch-v0	GCBC	0
antmaze-medium-stitch-v0	GCBC	1
antmaze-medium-stitch-v0	GCBC	2
antmaze-medium-stitch-v0	GCBC	3
antmaze-medium-stitch-v0	GCBC	4
antmaze-medium-stitch-v0	GCIVL	0
antmaze-medium-stitch-v0	GCIVL	1
antmaze-medium-stitch-v0	GCIVL	2
antmaze-medium-stitch-v0	GCIVL	3
antmaze-medium-stitch-v0	GCIVL	4
antmaze-medium-stitch-v0	GCIQL	0
antmaze-medium-stitch-v0	GCIQL	1
antmaze-medium-stitch-v0	GCIQL	2
antmaze-medium-stitch-v0	GCIQL	3
antmaze-medium-stitch-v0	GCIQL	4
antmaze-medium-stitch-v0	HIQL	0
antmaze-medium-stitch-v0	HIQL	1
antmaze-medium-stitch-v0	HIQL	2
antmaze-medium-stitch-v0	HIQL	3
antmaze-medium-stitch-v0	HIQL	4
antmaze-large-stitch-v0	GCBC	0
antmaze-large-stitch-v0	GCBC	1
antmaze-large-stitch-v0	GCBC	2
antmaze-large-stitch-v0	GCBC	3
antmaze-large-stitch-v0	GCBC	4
antmaze-large-stitch-v0	GCIVL	0
antmaze-large-stitch-v0	GCIVL	1
antmaze-large-stitch-v0	GCIVL	2
antmaze-large-stitch-v0	GCIVL	3
antmaze-large-stitch-v0	GCIVL	4
antmaze-large-stitch-v0	GCIQL	0
antmaze-large-stitch-v0	GCIQL	1
antmaze-large-stitch-v0	GCIQL	2
antmaze-large-stitch-v0	GCIQL	3
antmaze-large-stitch-v0	GCIQL	4
antmaze-large-stitch-v0	HIQL	0
antmaze-large-stitch-v0	HIQL	1
antmaze-large-stitch-v0	HIQL	2
antmaze-large-stitch-v0	HIQL	3
antmaze-large-stitch-v0	HIQL	4
antmaze-giant-stitch-v0	GCBC	0
antmaze-giant-stitch-v0	GCBC	1
antmaze-giant-stitch-v0	GCBC	2
antmaze-giant-stitch-v0	GCBC	3
antmaze-giant-stitch-v0	GCBC	4
antmaze-giant-stitch-v0	GCIVL	0
antmaze-giant-stitch-v0	GCIVL	1
antmaze-giant-stitch-v0	GCIVL	2
antmaze-giant-stitch-v0	GCIVL	3
antmaze-giant-stitch-v0	GCIVL	4
antmaze-giant-stitch-v0	GCIQL	0
antmaze-giant-stitch-v0	GCIQL	1
antmaze-giant-stitch-v0	GCIQL	2
antmaze-giant-stitch-v0	GCIQL	3
antmaze-giant-stitch-v0	GCIQL	4
antmaze-giant-stitch-v0	HIQL	0
antmaze-giant-stitch-v0	HIQL	1
antmaze-giant-stitch-v0	HIQL	2
antmaze-giant-stitch-v0	HIQL	3
antmaze-giant-stitch-v0	HIQL	4
antmaze-teleport-stitch-v0	GCBC	0
antmaze-teleport-stitch-v0	GCBC	1
antmaze-teleport-stitch-v0	GCBC	2
antmaze-teleport-stitch-v0	GCBC	3
antmaze-teleport-stitch-v0	GCBC	4
antmaze-teleport-stitch-v0	GCIVL	0
antmaze-teleport-stitch-v0	GCIVL	1
antmaze-teleport-stitch-v0	GCIVL	2
antmaze-teleport-stitch-v0	GCIVL	3
antmaze-teleport-stitch-v0	GCIVL	4
antmaze-teleport-stitch-v0	GCIQL	0
antmaze-teleport-stitch-v0	GCIQL	1
antmaze-teleport-stitch-v0	GCIQL	2
antmaze-teleport-stitch-v0	GCIQL	3
antmaze-teleport-stitch-v0	GCIQL	4
antmaze-teleport-stitch-v0	HIQL	0
antmaze-teleport-stitch-v0	HIQL	1
antmaze-teleport-stitch-v0	HIQL	2
antmaze-teleport-stitch-v0	HIQL	3
antmaze-teleport-stitch-v0	HIQL	4
antmaze-medium-explore-v0	GCBC	0
antmaze-medium-explore-v0	GCBC	1
antmaze-medium-explore-v0	GCBC	2
antmaze-medium-explore-v0	GCBC	3
antmaze-medium-explore-v0	GCBC	4
antmaze-medium-explore-v0	GCIVL	0
antmaze-medium-explore-v0	GCIVL	1
antmaze-medium-explore-v0	GCIVL	2
antmaze-medium-explore-v0	GCIVL	3
antmaze-medium-explore-v0	GCIVL	4
antmaze-medium-explore-v0	GCIQL	0
antmaze-medium-explore-v0	GCIQL	1
antmaze-medium-explore-v0	GCIQL	2
antmaze-medium-explore-v0	GCIQL	3
antmaze-medium-explore-v0	GCIQL	4
antmaze-medium-explore-v0	HIQL	0
antmaze-medium-explore-v0	HIQL	1
antmaze-medium-explore-v0	HIQL	2
antmaze-medium-explore-v0	HIQL	3
antmaze-medium-explore-v0	HIQL	4
antmaze-large-explore-v0	GCBC	0
antmaze-large-explore-v0	GCBC	1
antmaze-large-explore-v0	GCBC	2
antmaze-large-explore-v0	GCBC	3
antmaze-large-explore-v0	GCBC	4
antmaze-large-explore-v0	GCIVL	0
antmaze-large-explore-v0	GCIVL	1
antmaze-large-explore-v0	GCIVL	2
antmaze-large-explore-v0	GCIVL	3
antmaze-large-explore-v0	GCIVL	4
antmaze-large-explore-v0	GCIQL	0
antmaze-large-explore-v0	GCIQL	1
antmaze-large-explore-v0	GCIQL	2
antmaze-large-explore-v0	GCIQL	3
antmaze-large-explore-v0	GCIQL	4
antmaze-large-explore-v0	HIQL	0
antmaze-large-explore-v0	HIQL	1
antmaze-large-explore-v0	HIQL	2
antmaze-large-explore-v0	HIQL	3
antmaze-large-explore-v0	HIQL	4
antmaze-teleport-explore-v0	GCBC	0
antmaze-teleport-explore-v0	GCBC	1
antmaze-teleport-explore-v0	GCBC	2
antmaze-teleport-explore-v0	GCBC	3
antmaze-teleport-explore-v0	GCBC	4
antmaze-teleport-explore-v0	GCIVL	0
antmaze-teleport-explore-v0	GCIVL	1
antmaze-teleport-explore-v0	GCIVL	2
antmaze-teleport-explore-v0	GCIVL	3
antmaze-teleport-explore-v0	GCIVL	4
antmaze-teleport-explore-v0	GCIQL	0
antmaze-teleport-explore-v0	GCIQL	1
antmaze-teleport-explore-v0	GCIQL	2
antmaze-teleport-explore-v0	GCIQL	3
antmaze-teleport-explore-v0	GCIQL	4
antmaze-teleport-explore-v0	HIQL	0
antmaze-teleport-explore-v0	HIQL	1
antmaze-teleport-explore-v0	HIQL	2
antmaze-teleport-explore-v0	HIQL	3
antmaze-teleport-explore-v0	HIQL	4
humanoidmaze-medium-navigate-v0	GCBC	0
humanoidmaze-medium-navigate-v0	GCBC	1
humanoidmaze-medium-navigate-v0	GCBC	2
humanoidmaze-medium-navigate-v0	GCBC	3
humanoidmaze-medium-navigate-v0	GCBC	4
humanoidmaze-medium-navigate-v0	GCIVL	0
humanoidmaze-medium-navigate-v0	GCIVL	1
humanoidmaze-medium-navigate-v0	GCIVL	2
humanoidmaze-medium-navigate-v0	GCIVL	3
humanoidmaze-medium-navigate-v0	GCIVL	4
humanoidmaze-medium-navigate-v0	GCIQL	0
humanoidmaze-medium-navigate-v0	GCIQL	1
humanoidmaze-medium-navigate-v0	GCIQL	2
humanoidmaze-medium-navigate-v0	GCIQL	3
humanoidmaze-medium-navigate-v0	GCIQL	4
humanoidmaze-medium-navigate-v0	HIQL	0
humanoidmaze-medium-navigate-v0	HIQL	1
humanoidmaze-medium-navigate-v0	HIQL	2
humanoidmaze-medium-navigate-v0	HIQL	3
humanoidmaze-medium-navigate-v0	HIQL	4
humanoidmaze-large-navigate-v0	GCBC	0
humanoidmaze-large-navigate-v0	GCBC	1
humanoidmaze-large-navigate-v0	GCBC	2
humanoidmaze-large-navigate-v0	GCBC	3
humanoidmaze-large-navigate-v0	GCBC	4
humanoidmaze-large-navigate-v0	GCIVL	0
humanoidmaze-large-navigate-v0	GCIVL	1
humanoidmaze-large-navigate-v0	GCIVL	2
humanoidmaze-large-navigate-v0	GCIVL	3
humanoidmaze-large-navigate-v0	GCIVL	4
humanoidmaze-large-navigate-v0	GCIQL	0
humanoidmaze-large-navigate-v0	GCIQL	1
humanoidmaze-large-navigate-v0	GCIQL	2
humanoidmaze-large-navigate-v0	GCIQL	3
humanoidmaze-large-navigate-v0	GCIQL	4
humanoidmaze-large-navigate-v0	HIQL	0
humanoidmaze-large-navigate-v0	HIQL	1
humanoidmaze-large-navigate-v0	HIQL	2
humanoidmaze-large-navigate-v0	HIQL	3
humanoidmaze-large-navigate-v0	HIQL	4
humanoidmaze-giant-navigate-v0	GCBC	0
humanoidmaze-giant-navigate-v0	GCBC	1
humanoidmaze-giant-navigate-v0	GCBC	2
humanoidmaze-giant-navigate-v0	GCBC	3
humanoidmaze-giant-navigate-v0	GCBC	4
humanoidmaze-giant-navigate-v0	GCIVL	0
humanoidmaze-giant-navigate-v0	GCIVL	1
humanoidmaze-giant-navigate-v0	GCIVL	2
humanoidmaze-giant-navigate-v0	GCIVL	3
humanoidmaze-giant-navigate-v0	GCIVL	4
humanoidmaze-giant-navigate-v0	GCIQL	0
humanoidmaze-giant-navigate-v0	GCIQL	1
humanoidmaze-giant-navigate-v0	GCIQL	2
humanoidmaze-giant-navigate-v0	GCIQL	3
humanoidmaze-giant-navigate-v0	GCIQL	4
humanoidmaze-giant-navigate-v0	HIQL	0
humanoidmaze-giant-navigate-v0	HIQL	1
humanoidmaze-giant-navigate-v0	HIQL	2
humanoidmaze-giant-navigate-v0	HIQL	3
humanoidmaze-giant-navigate-v0	HIQL	4
humanoidmaze-medium-stitch-v0	GCBC	0
humanoidmaze-medium-stitch-v0	GCBC	1
humanoidmaze-medium-stitch-v0	GCBC	2
humanoidmaze-medium-stitch-v0	GCBC	3
humanoidmaze-medium-stitch-v0	GCBC	4
humanoidmaze-medium-stitch-v0	GCIVL	0
humanoidmaze-medium-stitch-v0	GCIVL	1
humanoidmaze-medium-stitch-v0	GCIVL	2
humanoidmaze-medium-stitch-v0	GCIVL	3
humanoidmaze-medium-stitch-v0	GCIVL	4
humanoidmaze-medium-stitch-v0	GCIQL	0
humanoidmaze-medium-stitch-v0	GCIQL	1
humanoidmaze-medium-stitch-v0	GCIQL	2
humanoidmaze-medium-stitch-v0	GCIQL	3
humanoidmaze-medium-stitch-v0	GCIQL	4
humanoidmaze-medium-stitch-v0	HIQL	0
humanoidmaze-medium-stitch-v0	HIQL	1
humanoidmaze-medium-stitch-v0	HIQL	2
humanoidmaze-medium-stitch-v0	HIQL	3
humanoidmaze-medium-stitch-v0	HIQL	4
humanoidmaze-large-stitch-v0	GCBC	0
humanoidmaze-large-stitch-v0	GCBC	1
humanoidmaze-large-stitch-v0	GCBC	2
humanoidmaze-large-stitch-v0	GCBC	3
humanoidmaze-large-stitch-v0	GCBC	4
humanoidmaze-large-stitch-v0	GCIVL	0
humanoidmaze-large-stitch-v0	GCIVL	1
humanoidmaze-large-stitch-v0	GCIVL	2
humanoidmaze-large-stitch-v0	GCIVL	3
humanoidmaze-large-stitch-v0	GCIVL	4
humanoidmaze-large-stitch-v0	GCIQL	0
humanoidmaze-large-stitch-v0	GCIQL	1
humanoidmaze-large-stitch-v0	GCIQL	2
humanoidmaze-large-stitch-v0	GCIQL	3
humanoidmaze-large-stitch-v0	GCIQL	4
humanoidmaze-large-stitch-v0	HIQL	0
humanoidmaze-large-stitch-v0	HIQL	1
humanoidmaze-large-stitch-v0	HIQL	2
humanoidmaze-large-stitch-v0	HIQL	3
humanoidmaze-large-stitch-v0	HIQL	4
humanoidmaze-giant-stitch-v0	GCBC	0
humanoidmaze-giant-stitch-v0	GCBC	1
humanoidmaze-giant-stitch-v0	GCBC	2
humanoidmaze-giant-stitch-v0	GCBC	3
humanoidmaze-giant-stitch-v0	GCBC	4
humanoidmaze-giant-stitch-v0	GCIVL	0
humanoidmaze-giant-stitch-v0	GCIVL	1
humanoidmaze-giant-stitch-v0	GCIVL	2
humanoidmaze-giant-stitch-v0	GCIVL	3
humanoidmaze-giant-stitch-v0	GCIVL	4
humanoidmaze-giant-stitch-v0	GCIQL	0
humanoidmaze-giant-stitch-v0	GCIQL	1
humanoidmaze-giant-stitch-v0	GCIQL	2
humanoidmaze-giant-stitch-v0	GCIQL	3
humanoidmaze-giant-stitch-v0	GCIQL	4
humanoidmaze-giant-stitch-v0	HIQL	0
humanoidmaze-giant-stitch-v0	HIQL	1
humanoidmaze-giant-stitch-v0	HIQL	2
humanoidmaze-giant-stitch-v0	HIQL	3
humanoidmaze-giant-stitch-v0	HIQL	4
