pointmaze-giant-navigate-v0	gcbc	0	-	0.995	-	-	-
pointmaze-giant-navigate-v0	gcbc	1	-	0.995	-	-	-
pointmaze-giant-navigate-v0	gcbc	2	-	0.995	-	-	-
pointmaze-giant-navigate-v0	gcbc	3	-	0.995	-	-	-
pointmaze-giant-navigate-v0	gcbc	4	-	0.995	-	-	-
pointmaze-giant-navigate-v0	gcivl	0	10.0	0.995	-	-	-
pointmaze-giant-navigate-v0	gcivl	1	10.0	0.995	-	-	-
pointmaze-giant-navigate-v0	gcivl	2	10.0	0.995	-	-	-
pointmaze-giant-navigate-v0	gcivl	3	10.0	0.995	-	-	-
pointmaze-giant-navigate-v0	gcivl	4	10.0	0.995	-	-	-
pointmaze-giant-navigate-v0	gciql	0	0.003	0.995	-	-	-
pointmaze-giant-navigate-v0	gciql	1	0.003	0.995	-	-	-
pointmaze-giant-navigate-v0	gciql	2	0.003	0.995	-	-	-
pointmaze-giant-navigate-v0	gciql	3	0.003	0.995	-	-	-
pointmaze-giant-navigate-v0	gciql	4	0.003	0.995	-	-	-
pointmaze-giant-navigate-v0	hiql	0	-	0.995	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-giant-navigate-v0	hiql	1	-	0.995	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-giant-navigate-v0	hiql	2	-	0.995	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-giant-navigate-v0	hiql	3	-	0.995	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-giant-navigate-v0	hiql	4	-	0.995	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-teleport-navigate-v0	gcbc	0	-	0.99	-	-	-
pointmaze-teleport-navigate-v0	gcbc	1	-	0.99	-	-	-
pointmaze-teleport-navigate-v0	gcbc	2	-	0.99	-	-	-
pointmaze-teleport-navigate-v0	gcbc	3	-	0.99	-	-	-
pointmaze-teleport-navigate-v0	gcbc	4	-	0.99	-	-	-
pointmaze-teleport-navigate-v0	gcivl	0	10.0	0.99	-	-	-
pointmaze-teleport-navigate-v0	gcivl	1	10.0	0.99	-	-	-
pointmaze-teleport-navigate-v0	gcivl	2	10.0	0.99	-	-	-
pointmaze-teleport-navigate-v0	gcivl	3	10.0	0.99	-	-	-
pointmaze-teleport-navigate-v0	gcivl	4	10.0	0.99	-	-	-
pointmaze-teleport-navigate-v0	gciql	0	0.003	0.99	-	-	-
pointmaze-teleport-navigate-v0	gciql	1	0.003	0.99	-	-	-
pointmaze-teleport-navigate-v0	gciql	2	0.003	0.99	-	-	-
pointmaze-teleport-navigate-v0	gciql	3	0.003	0.99	-	-	-
pointmaze-teleport-navigate-v0	gciql	4	0.003	0.99	-	-	-
pointmaze-teleport-navigate-v0	hiql	0	-	0.99	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-teleport-navigate-v0	hiql	1	-	0.99	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-teleport-navigate-v0	hiql	2	-	0.99	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-teleport-navigate-v0	hiql	3	-	0.99	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-teleport-navigate-v0	hiql	4	-	0.99	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-medium-stitch-v0	gcbc	0	-	0.99	-	-	-
pointmaze-medium-stitch-v0	gcbc	1	-	0.99	-	-	-
pointmaze-medium-stitch-v0	gcbc	2	-	0.99	-	-	-
pointmaze-medium-stitch-v0	gcbc	3	-	0.99	-	-	-
pointmaze-medium-stitch-v0	gcbc	4	-	0.99	-	-	-
pointmaze-medium-stitch-v0	gcivl	0	10.0	0.99	0.5	0.5	-
pointmaze-medium-stitch-v0	gcivl	1	10.0	0.99	0.5	0.5	-
pointmaze-medium-stitch-v0	gcivl	2	10.0	0.99	0.5	0.5	-
pointmaze-medium-stitch-v0	gcivl	3	10.0	0.99	0.5	0.5	-
pointmaze-medium-stitch-v0	gcivl	4	10.0	0.99	0.5	0.5	-
pointmaze-medium-stitch-v0	gciql	0	0.003	0.99	0.5	0.5	-
pointmaze-medium-stitch-v0	gciql	1	0.003	0.99	0.5	0.5	-
pointmaze-medium-stitch-v0	gciql	2	0.003	0.99	0.5	0.5	-
pointmaze-medium-stitch-v0	gciql	3	0.003	0.99	0.5	0.5	-
pointmaze-medium-stitch-v0	gciql	4	0.003	0.99	0.5	0.5	-
pointmaze-medium-stitch-v0	hiql	0	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-medium-stitch-v0	hiql	1	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-medium-stitch-v0	hiql	2	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-medium-stitch-v0	hiql	3	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-medium-stitch-v0	hiql	4	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-large-stitch-v0	gcbc	0	-	0.99	-	-	-
pointmaze-large-stitch-v0	gcbc	1	-	0.99	-	-	-
pointmaze-large-stitch-v0	gcbc	2	-	0.99	-	-	-
pointmaze-large-stitch-v0	gcbc	3	-	0.99	-	-	-
pointmaze-large-stitch-v0	gcbc	4	-	0.99	-	-	-
pointmaze-large-stitch-v0	gcivl	0	10.0	0.99	0.5	0.5	-
pointmaze-large-stitch-v0	gcivl	1	10.0	0.99	0.5	0.5	-
pointmaze-large-stitch-v0	gcivl	2	10.0	0.99	0.5	0.5	-
pointmaze-large-stitch-v0	gcivl	3	10.0	0.99	0.5	0.5	-
pointmaze-large-stitch-v0	gcivl	4	10.0	0.99	0.5	0.5	-
pointmaze-large-stitch-v0	gciql	0	0.003	0.99	0.5	0.5	-
pointmaze-large-stitch-v0	gciql	1	0.003	0.99	0.5	0.5	-
pointmaze-large-stitch-v0	gciql	2	0.003	0.99	0.5	0.5	-
pointmaze-large-stitch-v0	gciql	3	0.003	0.99	0.5	0.5	-
pointmaze-large-stitch-v0	gciql	4	0.003	0.99	0.5	0.5	-
pointmaze-large-stitch-v0	hiql	0	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-large-stitch-v0	hiql	1	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-large-stitch-v0	hiql	2	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-large-stitch-v0	hiql	3	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-large-stitch-v0	hiql	4	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-giant-stitch-v0	gcbc	0	-	0.995	-	-	-
pointmaze-giant-stitch-v0	gcbc	1	-	0.995	-	-	-
pointmaze-giant-stitch-v0	gcbc	2	-	0.995	-	-	-
pointmaze-giant-stitch-v0	gcbc	3	-	0.995	-	-	-
pointmaze-giant-stitch-v0	gcbc	4	-	0.995	-	-	-
pointmaze-giant-stitch-v0	gcivl	0	10.0	0.995	0.5	0.5	-
pointmaze-giant-stitch-v0	gcivl	1	10.0	0.995	0.5	0.5	-
pointmaze-giant-stitch-v0	gcivl	2	10.0	0.995	0.5	0.5	-
pointmaze-giant-stitch-v0	gcivl	3	10.0	0.995	0.5	0.5	-
pointmaze-giant-stitch-v0	gcivl	4	10.0	0.995	0.5	0.5	-
pointmaze-giant-stitch-v0	gciql	0	0.003	0.995	0.5	0.5	-
pointmaze-giant-stitch-v0	gciql	1	0.003	0.995	0.5	0.5	-
pointmaze-giant-stitch-v0	gciql	2	0.003	0.995	0.5	0.5	-
pointmaze-giant-stitch-v0	gciql	3	0.003	0.995	0.5	0.5	-
pointmaze-giant-stitch-v0	gciql	4	0.003	0.995	0.5	0.5	-
pointmaze-giant-stitch-v0	hiql	0	-	0.995	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-giant-stitch-v0	hiql	1	-	0.995	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-giant-stitch-v0	hiql	2	-	0.995	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-giant-stitch-v0	hiql	3	-	0.995	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-giant-stitch-v0	hiql	4	-	0.995	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-teleport-stitch-v0	gcbc	0	-	0.99	-	-	-
pointmaze-teleport-stitch-v0	gcbc	1	-	0.99	-	-	-
pointmaze-teleport-stitch-v0	gcbc	2	-	0.99	-	-	-
pointmaze-teleport-stitch-v0	gcbc	3	-	0.99	-	-	-
pointmaze-teleport-stitch-v0	gcbc	4	-	0.99	-	-	-
pointmaze-teleport-stitch-v0	gcivl	0	10.0	0.99	0.5	0.5	-
pointmaze-teleport-stitch-v0	gcivl	1	10.0	0.99	0.5	0.5	-
pointmaze-teleport-stitch-v0	gcivl	2	10.0	0.99	0.5	0.5	-
pointmaze-teleport-stitch-v0	gcivl	3	10.0	0.99	0.5	0.5	-
pointmaze-teleport-stitch-v0	gcivl	4	10.0	0.99	0.5	0.5	-
pointmaze-teleport-stitch-v0	gciql	0	0.003	0.99	0.5	0.5	-
pointmaze-teleport-stitch-v0	gciql	1	0.003	0.99	0.5	0.5	-
pointmaze-teleport-stitch-v0	gciql	2	0.003	0.99	0.5	0.5	-
pointmaze-teleport-stitch-v0	gciql	3	0.003	0.99	0.5	0.5	-
pointmaze-teleport-stitch-v0	gciql	4	0.003	0.99	0.5	0.5	-
pointmaze-teleport-stitch-v0	hiql	0	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-teleport-stitch-v0	hiql	1	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-teleport-stitch-v0	hiql	2	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-teleport-stitch-v0	hiql	3	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-teleport-stitch-v0	hiql	4	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-medium-navigate-v0	gcbc	0	-	0.99	-	-	-
antmaze-medium-navigate-v0	gcbc	1	-	0.99	-	-	-
antmaze-medium-navigate-v0	gcbc	2	-	0.99	-	-	-
antmaze-medium-navigate-v0	gcbc	3	-	0.99	-	-	-
antmaze-medium-navigate-v0	gcbc	4	-	0.99	-	-	-
antmaze-medium-navigate-v0	gcivl	0	10.0	0.99	-	-	-
antmaze-medium-navigate-v0	gcivl	1	10.0	0.99	-	-	-
antmaze-medium-navigate-v0	gcivl	2	10.0	0.99	-	-	-
antmaze-medium-navigate-v0	gcivl	3	10.0	0.99	-	-	-
antmaze-medium-navigate-v0	gcivl	4	10.0	0.99	-	-	-
antmaze-medium-navigate-v0	gciql	0	0.3	0.99	-	-	-
antmaze-medium-navigate-v0	gciql	1	0.3	0.99	-	-	-
antmaze-medium-navigate-v0	gciql	2	0.3	0.99	-	-	-
antmaze-medium-navigate-v0	gciql	3	0.3	0.99	-	-	-
antmaze-medium-navigate-v0	gciql	4	0.3	0.99	-	-	-
antmaze-medium-navigate-v0	hiql	0	-	0.99	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-medium-navigate-v0	hiql	1	-	0.99	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-medium-navigate-v0	hiql	2	-	0.99	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-medium-navigate-v0	hiql	3	-	0.99	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-medium-navigate-v0	hiql	4	-	0.99	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-large-navigate-v0	gcbc	0	-	0.99	-	-	-
antmaze-large-navigate-v0	gcbc	1	-	0.99	-	-	-
antmaze-large-navigate-v0	gcbc	2	-	0.99	-	-	-
antmaze-large-navigate-v0	gcbc	3	-	0.99	-	-	-
antmaze-large-navigate-v0	gcbc	4	-	0.99	-	-	-
antmaze-large-navigate-v0	gcivl	0	10.0	0.99	-	-	-
antmaze-large-navigate-v0	gcivl	1	10.0	0.99	-	-	-
antmaze-large-navigate-v0	gcivl	2	10.0	0.99	-	-	-
antmaze-large-navigate-v0	gcivl	3	10.0	0.99	-	-	-
antmaze-large-navigate-v0	gcivl	4	10.0	0.99	-	-	-
antmaze-large-navigate-v0	gciql	0	0.3	0.99	-	-	-
antmaze-large-navigate-v0	gciql	1	0.3	0.99	-	-	-
antmaze-large-navigate-v0	gciql	2	0.3	0.99	-	-	-
antmaze-large-navigate-v0	gciql	3	0.3	0.99	-	-	-
antmaze-large-navigate-v0	gciql	4	0.3	0.99	-	-	-
antmaze-large-navigate-v0	hiql	0	-	0.99	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-large-navigate-v0	hiql	1	-	0.99	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-large-navigate-v0	hiql	2	-	0.99	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-large-navigate-v0	hiql	3	-	0.99	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-large-navigate-v0	hiql	4	-	0.99	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-giant-navigate-v0	gcbc	0	-	0.995	-	-	-
antmaze-giant-navigate-v0	gcbc	1	-	0.995	-	-	-
antmaze-giant-navigate-v0	gcbc	2	-	0.995	-	-	-
antmaze-giant-navigate-v0	gcbc	3	-	0.995	-	-	-
antmaze-giant-navigate-v0	gcbc	4	-	0.995	-	-	-
antmaze-giant-navigate-v0	gcivl	0	10.0	0.995	-	-	-
antmaze-giant-navigate-v0	gcivl	1	10.0	0.995	-	-	-
antmaze-giant-navigate-v0	gcivl	2	10.0	0.995	-	-	-
antmaze-giant-navigate-v0	gcivl	3	10.0	0.995	-	-	-
antmaze-giant-navigate-v0	gcivl	4	10.0	0.995	-	-	-
antmaze-giant-navigate-v0	gciql	0	0.3	0.995	-	-	-
antmaze-giant-navigate-v0	gciql	1	0.3	0.995	-	-	-
antmaze-giant-navigate-v0	gciql	2	0.3	0.995	-	-	-
antmaze-giant-navigate-v0	gciql	3	0.3	0.995	-	-	-
antmaze-giant-navigate-v0	gciql	4	0.3	0.995	-	-	-
antmaze-giant-navigate-v0	hiql	0	-	0.995	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-giant-navigate-v0	hiql	1	-	0.995	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-giant-navigate-v0	hiql	2	-	0.995	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-giant-navigate-v0	hiql	3	-	0.995	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-giant-navigate-v0	hiql	4	-	0.995	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-teleport-navigate-v0	gcbc	0	-	0.99	-	-	-
antmaze-teleport-navigate-v0	gcbc	1	-	0.99	-	-	-
antmaze-teleport-navigate-v0	gcbc	2	-	0.99	-	-	-
antmaze-teleport-navigate-v0	gcbc	3	-	0.99	-	-	-
antmaze-teleport-navigate-v0	gcbc	4	-	0.99	-	-	-
antmaze-teleport-navigate-v0	gcivl	0	10.0	0.99	-	-	-
antmaze-teleport-navigate-v0	gcivl	1	10.0	0.99	-	-	-
antmaze-teleport-navigate-v0	gcivl	2	10.0	0.99	-	-	-
antmaze-teleport-navigate-v0	gcivl	3	10.0	0.99	-	-	-
antmaze-teleport-navigate-v0	gcivl	4	10.0	0.99	-	-	-
antmaze-teleport-navigate-v0	gciql	0	0.3	0.99	-	-	-
antmaze-teleport-navigate-v0	gciql	1	0.3	0.99	-	-	-
antmaze-teleport-navigate-v0	gciql	2	0.3	0.99	-	-	-
antmaze-teleport-navigate-v0	gciql	3	0.3	0.99	-	-	-
antmaze-teleport-navigate-v0	gciql	4	0.3	0.99	-	-	-
antmaze-teleport-navigate-v0	hiql	0	-	0.99	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-teleport-navigate-v0	hiql	1	-	0.99	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-teleport-navigate-v0	hiql	2	-	0.99	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-teleport-navigate-v0	hiql	3	-	0.99	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-teleport-navigate-v0	hiql	4	-	0.99	-	-	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-medium-stitch-v0	gcbc	0	-	0.99	-	-	-
antmaze-medium-stitch-v0	gcbc	1	-	0.99	-	-	-
antmaze-medium-stitch-v0	gcbc	2	-	0.99	-	-	-
antmaze-medium-stitch-v0	gcbc	3	-	0.99	-	-	-
antmaze-medium-stitch-v0	gcbc	4	-	0.99	-	-	-
antmaze-medium-stitch-v0	gcivl	0	10.0	0.99	0.5	0.5	-
antmaze-medium-stitch-v0	gcivl	1	10.0	0.99	0.5	0.5	-
antmaze-medium-stitch-v0	gcivl	2	10.0	0.99	0.5	0.5	-
antmaze-medium-stitch-v0	gcivl	3	10.0	0.99	0.5	0.5	-
antmaze-medium-stitch-v0	gcivl	4	10.0	0.99	0.5	0.5	-
antmaze-medium-stitch-v0	gciql	0	0.3	0.99	0.5	0.5	-
antmaze-medium-stitch-v0	gciql	1	0.3	0.99	0.5	0.5	-
antmaze-medium-stitch-v0	gciql	2	0.3	0.99	0.5	0.5	-
antmaze-medium-stitch-v0	gciql	3	0.3	0.99	0.5	0.5	-
antmaze-medium-stitch-v0	gciql	4	0.3	0.99	0.5	0.5	-
antmaze-medium-stitch-v0	hiql	0	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-medium-stitch-v0	hiql	1	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-medium-stitch-v0	hiql	2	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-medium-stitch-v0	hiql	3	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-medium-stitch-v0	hiql	4	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-large-stitch-v0	gcbc	0	-	0.99	-	-	-
antmaze-large-stitch-v0	gcbc	1	-	0.99	-	-	-
antmaze-large-stitch-v0	gcbc	2	-	0.99	-	-	-
antmaze-large-stitch-v0	gcbc	3	-	0.99	-	-	-
antmaze-large-stitch-v0	gcbc	4	-	0.99	-	-	-
antmaze-large-stitch-v0	gcivl	0	10.0	0.99	0.5	0.5	-
antmaze-large-stitch-v0	gcivl	1	10.0	0.99	0.5	0.5	-
antmaze-large-stitch-v0	gcivl	2	10.0	0.99	0.5	0.5	-
antmaze-large-stitch-v0	gcivl	3	10.0	0.99	0.5	0.5	-
antmaze-large-stitch-v0	gcivl	4	10.0	0.99	0.5	0.5	-
antmaze-large-stitch-v0	gciql	0	0.3	0.99	0.5	0.5	-
antmaze-large-stitch-v0	gciql	1	0.3	0.99	0.5	0.5	-
antmaze-large-stitch-v0	gciql	2	0.3	0.99	0.5	0.5	-
antmaze-large-stitch-v0	gciql	3	0.3	0.99	0.5	0.5	-
antmaze-large-stitch-v0	gciql	4	0.3	0.99	0.5	0.5	-
antmaze-large-stitch-v0	hiql	0	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-large-stitch-v0	hiql	1	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-large-stitch-v0	hiql	2	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-large-stitch-v0	hiql	3	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-large-stitch-v0	hiql	4	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-giant-stitch-v0	gcbc	0	-	0.995	-	-	-
antmaze-giant-stitch-v0	gcbc	1	-	0.995	-	-	-
antmaze-giant-stitch-v0	gcbc	2	-	0.995	-	-	-
antmaze-giant-stitch-v0	gcbc	3	-	0.995	-	-	-
antmaze-giant-stitch-v0	gcbc	4	-	0.995	-	-	-
antmaze-giant-stitch-v0	gcivl	0	10.0	0.995	0.5	0.5	-
antmaze-giant-stitch-v0	gcivl	1	10.0	0.995	0.5	0.5	-
antmaze-giant-stitch-v0	gcivl	2	10.0	0.995	0.5	0.5	-
antmaze-giant-stitch-v0	gcivl	3	10.0	0.995	0.5	0.5	-
antmaze-giant-stitch-v0	gcivl	4	10.0	0.995	0.5	0.5	-
antmaze-giant-stitch-v0	gciql	0	0.3	0.995	0.5	0.5	-
antmaze-giant-stitch-v0	gciql	1	0.3	0.995	0.5	0.5	-
antmaze-giant-stitch-v0	gciql	2	0.3	0.995	0.5	0.5	-
antmaze-giant-stitch-v0	gciql	3	0.3	0.995	0.5	0.5	-
antmaze-giant-stitch-v0	gciql	4	0.3	0.995	0.5	0.5	-
antmaze-giant-stitch-v0	hiql	0	-	0.995	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-giant-stitch-v0	hiql	1	-	0.995	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-giant-stitch-v0	hiql	2	-	0.995	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-giant-stitch-v0	hiql	3	-	0.995	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-giant-stitch-v0	hiql	4	-	0.995	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-teleport-stitch-v0	gcbc	0	-	0.99	-	-	-
antmaze-teleport-stitch-v0	gcbc	1	-	0.99	-	-	-
antmaze-teleport-stitch-v0	gcbc	2	-	0.99	-	-	-
antmaze-teleport-stitch-v0	gcbc	3	-	0.99	-	-	-
antmaze-teleport-stitch-v0	gcbc	4	-	0.99	-	-	-
antmaze-teleport-stitch-v0	gcivl	0	10.0	0.99	0.5	0.5	-
antmaze-teleport-stitch-v0	gcivl	1	10.0	0.99	0.5	0.5	-
antmaze-teleport-stitch-v0	gcivl	2	10.0	0.99	0.5	0.5	-
antmaze-teleport-stitch-v0	gcivl	3	10.0	0.99	0.5	0.5	-
antmaze-teleport-stitch-v0	gcivl	4	10.0	0.99	0.5	0.5	-
antmaze-teleport-stitch-v0	gciql	0	0.3	0.99	0.5	0.5	-
antmaze-teleport-stitch-v0	gciql	1	0.3	0.99	0.5	0.5	-
antmaze-teleport-stitch-v0	gciql	2	0.3	0.99	0.5	0.5	-
antmaze-teleport-stitch-v0	gciql	3	0.3	0.99	0.5	0.5	-
antmaze-teleport-stitch-v0	gciql	4	0.3	0.99	0.5	0.5	-
antmaze-teleport-stitch-v0	hiql	0	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-teleport-stitch-v0	hiql	1	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-teleport-stitch-v0	hiql	2	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-teleport-stitch-v0	hiql	3	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-teleport-stitch-v0	hiql	4	-	0.99	0.5	0.5	--agent.high_alpha=3.0 --agent.low_alpha=3.0
antmaze-medium-explore-v0	gcbc	0	-	0.99	-	-	-
antmaze-medium-explore-v0	gcbc	1	-	0.99	-	-	-
antmaze-medium-explore-v0	gcbc	2	-	0.99	-	-	-
antmaze-medium-explore-v0	gcbc	3	-	0.99	-	-	-
antmaze-medium-explore-v0	gcbc	4	-	0.99	-	-	-
antmaze-medium-explore-v0	gcivl	0	10.0	0.99	1.0	0.0	-
