training/actor/actor_loss,training/actor/bc_log_prob,training/actor/bc_loss,training/actor/mse,training/actor/q_abs_mean,training/actor/q_loss,training/actor/q_mean,training/actor/std,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,time/step_time,time/total_time,time/steps_per_second,step
-0.9776515,-2.0853462,0.006256039,0.2474692,0.2706598,-0.9839075,0.2663052,1.0,0.00088896323,1.1406536,0.2719896,-0.15482761,0.026389936,-0.10423082,0.36410478,1.1195157,0.2725845,-0.16900183,1.2089613e-06,0.0022965340614318846,114.58657026290894,435.438648763829,55000
-0.97833747,-2.0300162,0.0060900487,0.19213912,0.28076652,-0.9844275,0.2763953,1.0,0.03326243,2.5167212,0.28207278,-0.4973067,0.04096649,-0.13248375,0.5620617,2.7127938,0.2939167,-0.08346096,2.1584337e-05,0.0017727165699005128,123.45017886161804,564.1057422824523,60000
-0.5712199,-2.037112,0.006111336,0.19923496,0.27775216,-0.57733124,0.16035558,1.0,0.0066883247,0.53886783,0.16922045,-2.0583296,0.05516314,-0.21792981,0.6369399,1.0006673,0.18371853,-2.0113306,2.8280706e-06,0.0017547390937805176,132.2238986492157,569.8850747128498,65000
-0.64405054,-2.2967339,0.006890202,0.45885682,0.32553944,-0.6509407,0.21190754,1.0,0.021373477,2.597041,0.19671349,-1.6481518,0.14462039,-0.035749756,0.81411034,2.5997326,0.21015671,-1.6731435,6.610814e-06,0.0017604610919952392,141.02623081207275,568.0327717881795,70000
-0.83275837,-2.2282681,0.0066848043,0.39039093,0.34874776,-0.83944315,0.29275477,1.0,0.06260673,3.862578,0.3182757,-1.9910202,0.0261389,-0.29516333,1.2219648,4.2841535,0.3138901,-1.9898171,8.584668e-05,0.0017799745559692382,149.9261293411255,561.8055577321599,75000
-0.5080751,-2.1189592,0.006356878,0.28108224,0.4711489,-0.514432,0.24237461,1.0,0.015048966,5.866326,0.24617817,-5.350311,0.05358328,-0.057599165,0.91489106,5.6483254,0.24064945,-5.034665,3.9777507e-05,0.0025024186611175537,162.43825602531433,399.6132816491883,80000
-0.51834553,-2.195972,0.0065879165,0.35809505,0.52654034,-0.52493346,0.2763992,1.0,0.0034800437,5.237077,0.28354624,-5.4723883,0.053935688,-0.14715135,0.80900604,5.3633647,0.28811562,-5.3785877,0.00021069535,0.0018678129196166991,171.77735662460327,535.385347011144,85000
-0.34765926,-2.0590167,0.00617705,0.22113964,0.5095815,-0.3538363,0.18030879,1.0,0.0062831207,4.214284,0.18242759,-4.7023735,0.024379922,-0.065089345,0.5020663,4.156526,0.1882641,-4.6553364,1.8567036e-05,0.001813200044631958,180.84338879585266,551.5109238979293,90000
-0.58701164,-2.1141896,0.0063425694,0.2763128,0.43448907,-0.5933542,0.25780654,1.0,0.0056590736,3.5530663,0.24171194,-3.9785466,0.2243086,-0.04536078,0.84903204,3.4118216,0.25492835,-3.8430781,4.848001e-05,0.0018206393718719481,189.94662237167358,549.2574064756028,95000
-0.67407936,-2.0175314,0.006052594,0.17965442,0.41478992,-0.680132,0.28211257,1.0,0.005310872,3.1911619,0.29759675,-2.6271336,0.024052575,-0.19045685,0.7886519,3.215648,0.30009085,-2.810919,3.8785314e-05,0.0017689866065979003,198.79158782958984,565.2952067869539,100000
-0.72428393,-1.9780757,0.0059342273,0.14019871,0.4491231,-0.7302182,0.32795858,1.0,0.012779919,4.3806796,0.34037495,-2.4927046,0.07160287,-0.095394365,1.2832557,4.335146,0.3379581,-2.782382,7.100636e-05,0.0023513347148895265,210.54829573631287,425.29023599930224,105000
-0.8670971,-1.9969707,0.005990912,0.15909365,0.36133713,-0.873088,0.31548,1.0,0.0067423335,7.1292944,0.32102334,-1.505481,0.013718425,-0.036211107,0.49324188,6.9031715,0.31767738,-2.1250541,8.278211e-06,0.0018288995742797851,219.69281220436096,546.776678747374,110000
-0.9940919,-1.9687687,0.005906306,0.13089171,0.5620873,-0.9999982,0.5620873,1.0,0.0017341953,7.8142347,0.56939685,0.2321354,0.018065445,-0.1022281,0.39013395,7.8256016,0.5742286,0.2344802,7.608749e-05,0.0018359652996063232,228.87266206741333,544.6723066075572,115000
-0.8677464,-1.9863677,0.005959103,0.1484906,0.41921762,-0.8737055,0.3662736,1.0,0.00053569156,6.730517,0.3636087,-3.5197344,0.041866977,-0.009177253,0.35327226,6.7997723,0.3714553,-3.5229344,2.4709056e-05,0.0018207186698913575,237.97627806663513,549.2334414452996,120000
-0.9875466,-2.0544868,0.00616346,0.21660969,0.4150592,-0.9937101,0.41244954,1.0,0.0010424282,7.672611,0.42416513,-0.09939253,0.0128553435,-0.1822806,0.46558228,7.745686,0.42988187,-0.092068166,2.656685e-05,0.0018341896533966065,247.1472463607788,545.1996930568821,125000
-0.5925113,-2.048456,0.006145368,0.21057887,0.57579523,-0.59865665,0.34470427,1.0,0.021705732,8.124395,0.3028751,-8.349255,0.29999202,-0.31493643,3.3288808,8.003159,0.3189306,-8.39011,0.00064329256,0.002452895975112915,259.4117479324341,407.6812466202768,130000
-0.8286794,-2.1027272,0.0063081817,0.26485017,0.5831522,-0.8349876,0.48692566,1.0,0.00031261035,7.7003613,0.4870255,-2.5372229,0.030610215,-0.01381457,0.20838886,7.7647862,0.49347144,-2.575433,7.1683235e-06,0.0018509099006652832,268.66632533073425,540.2745761322446,135000
-0.993566,-2.14405,0.0064321496,0.3061729,0.55333954,-0.99999815,0.55333954,1.0,0.0008141074,7.4206862,0.5575508,0.26403633,0.015667055,-0.10178383,0.308694,7.545875,0.5643176,0.26670337,2.108845e-05,0.0018458628177642823,277.895676612854,541.7518587432619,140000
-0.9939628,-2.0117345,0.006035203,0.17385736,0.49423325,-0.99999803,0.49423325,1.0,0.0003957839,5.799994,0.49621695,0.23557289,0.014931904,-0.00794757,0.1303829,5.8000937,0.49999496,0.23795241,6.8740546e-06,0.001826905107498169,287.0302429199219,547.373590660839,145000
-0.993899,-2.0329547,0.006098864,0.19507769,0.46736842,-0.99999785,0.46736842,1.0,0.0014184444,5.5012965,0.45744747,0.20687948,0.123124026,-0.021884402,0.307296,5.52378,0.4592656,0.20885135,2.567812e-05,0.0018183840751647949,296.1221969127655,549.9386077512962,150000
-0.99037975,-2.075032,0.006225096,0.23715502,0.40567654,-0.99660486,0.40430018,1.0,0.0001976816,5.2846775,0.40313682,-0.14704745,0.008746996,-0.012903183,0.08887441,5.3362365,0.4089165,-0.037877224,2.73382e-06,0.0023480903148651124,307.8626801967621,425.8778672428781,155000
-0.97770286,-2.1041212,0.006312364,0.26624423,0.41329056,-0.9840152,0.4066852,1.0,0.0006027476,4.84739,0.4148069,-0.4174454,0.007104011,-0.061711602,0.19332951,4.885154,0.42140484,-0.1968273,2.564579e-05,0.0019506432056427003,317.61591386795044,512.6512523257695,160000
-0.99366707,-2.110156,0.0063304678,0.272279,0.4159176,-0.99999756,0.4159176,1.0,0.0017735092,4.2960587,0.42589468,0.1738143,0.012368757,-0.10530516,0.42424315,4.328862,0.43188703,0.17557,1.2504204e-05,0.0018108671188354492,326.6702766418457,552.2213871770111,165000
-0.9939717,-2.00819,0.0060245697,0.17031288,0.27350593,-0.9999963,0.27350593,1.0,0.00038902008,3.09589,0.27374882,0.17290738,0.01041501,-0.0034757687,0.08873835,3.1107943,0.27622122,0.17499886,4.6284313e-06,0.0017927505970001222,335.6340525150299,557.8018804726519,170000
-0.9937782,-2.0727618,0.0062182853,0.23488472,0.29836443,-0.99999654,0.29836443,1.0,0.00018498114,3.879836,0.29841924,0.15036863,0.007053688,-0.011300873,0.07303202,3.9103315,0.2999708,0.15403585,3.2750631e-06,0.0018043949127197266,344.65604877471924,554.202155914757,175000
-0.99391407,-2.0277066,0.0060831197,0.18982956,0.37033114,-0.9999972,0.37033114,1.0,0.00017831994,4.457706,0.37067196,0.1333986,0.009750065,-0.009876862,0.07765121,4.4579463,0.37344357,0.13498026,1.6887258e-06,0.002636912679672241,357.84063720703125,379.23125035397777,180000
-0.9937989,-2.0661442,0.006198433,0.22826725,0.37148553,-0.9999973,0.37148553,1.0,2.490167e-05,4.967945,0.37046805,0.120452255,0.011309979,-0.005493433,0.06422953,5.0038576,0.37367162,0.12200861,3.6399256e-06,0.0018798885345458983,367.24010705947876,531.9462438921296,185000
-0.993582,-2.1380804,0.006414241,0.30020326,0.26945758,-0.99999624,0.26945758,1.0,0.00017878138,3.314549,0.27437657,0.11646015,0.009094346,-0.051794976,0.14441226,3.355302,0.2771251,0.11770192,8.021722e-06,0.0017878485679626464,376.1793797016144,559.3312494042367,190000
-0.99372256,-2.0913146,0.0062739435,0.25343752,0.2851981,-0.9999965,0.2851981,1.0,0.0001593331,3.466436,0.28566974,0.10979208,0.0030417445,-0.011897097,0.0930086,3.4978266,0.28836963,0.11101905,9.914831e-07,0.0017995959281921386,385.17738795280457,555.680076222016,195000
-0.9937536,-2.0808625,0.006242588,0.2429857,0.26723763,-0.9999962,0.26723763,1.0,1.896127e-05,4.1819587,0.2659424,0.10635992,0.0070738643,-0.0036800345,0.0375674,4.220584,0.26840603,0.10760734,3.9915067e-06,0.001861672067642212,394.4857654571533,537.1513651735735,200000
-0.9940322,-1.9880334,0.0059641004,0.1501565,0.27423525,-0.9999963,0.27423525,1.0,0.0010826432,5.1809287,0.27089006,0.09507547,0.10492247,-0.034711692,0.3035624,5.2549114,0.27373257,0.09715699,2.0507221e-05,0.0025664615631103517,407.31810092926025,389.641410220566,205000
-0.99419266,-1.934408,0.0058032237,0.09653095,0.24204725,-0.9999959,0.24204725,1.0,2.004963e-05,3.0472863,0.2427035,0.09185773,0.0023209406,-0.0042164708,0.04007387,3.0666745,0.24475738,0.09451696,7.086858e-07,0.0019196013927459718,416.9161467552185,520.941277877933,210000
-0.99425167,-1.9142059,0.005742618,0.076328844,0.17182261,-0.9999943,0.17182261,1.0,3.1943815e-05,2.6240697,0.17263842,0.08953004,0.0077244453,-0.0092790285,0.055494778,2.6422858,0.17423767,0.09020737,3.5268738e-07,0.0019235404014587402,426.5338912010193,519.8744994432516,215000
-0.9943257,-1.8891827,0.0056675477,0.05130567,0.14804664,-0.99999326,0.14804664,1.0,4.585526e-06,2.5395434,0.14882377,0.08707702,0.0011789377,-0.0067558177,0.035082914,2.5448115,0.14996088,0.08799403,1.5365643e-07,0.0018939484119415283,436.0036778450012,527.9972998307031,220000
-0.99421185,-1.9271817,0.0057815453,0.089304686,0.1506575,-0.9999934,0.1506575,1.0,6.785468e-05,2.1948493,0.14897865,0.08120667,0.018899536,-0.0070400685,0.073373556,2.1922956,0.14972964,0.08194724,2.0499336e-05,0.0019340521812438965,445.67398476600647,517.0489272320558,225000
-0.9942753,-1.9058328,0.0057174983,0.067955784,0.13823104,-0.9999928,0.13823104,1.0,4.163824e-06,2.9794376,0.13860542,0.075919025,0.0046961717,-0.0040178,0.04188818,3.0193388,0.14047235,0.07632441,1.845516e-06,0.002444754505157471,457.8978018760681,409.03892163076074,230000
