training/actor/actor_loss,training/actor/bc_log_prob,training/actor/bc_loss,training/actor/mse,training/actor/q_abs_mean,training/actor/q_loss,training/actor/q_mean,training/actor/std,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,time/step_time,time/total_time,step
1.0358378,-11.947385,0.035842154,1.1489692,20.322151,0.99999565,-20.322065,1.0,1.1416845,0.0,-31.847317,-94.314995,1.8764791,-2.0387187,36.229935,0.44239855,-31.447693,-94.264305,0.13486919,0.002221409749984741,401.66370487213135,165000
1.0354264,-11.808819,0.035426456,1.1143275,19.757944,0.99999994,-19.757944,1.0,1.3747623,0.0,-31.084755,-94.45299,4.1920896,-2.0162148,51.411503,0.4450469,-30.714287,-94.40775,0.1255971,0.002220037603378296,412.7638957500458,170000
1.0356629,-11.888784,0.035666354,1.1343192,20.166124,0.99999654,-20.166056,1.0,1.295196,0.0,-30.657894,-93.74857,4.961355,-3.9161687,64.999695,0.31245852,-30.24665,-93.686806,0.13064933,0.002220975685119629,423.8687767982483,175000
1.0355533,-11.851142,0.035553426,1.1249084,20.428286,0.99999994,-20.428286,1.0,1.1597626,0.0,-30.466911,-93.87106,6.8682947,-6.810379,68.89723,0.42296168,-30.033756,-93.837585,0.14218557,0.0029099211692810057,438.41838574409485,180000
1.0353175,-11.772537,0.035317615,1.1052573,19.986105,0.99999994,-19.986105,1.0,1.029357,0.0,-33.072746,-94.38543,3.6461682,-3.3725877,53.885277,0.36124527,-32.684395,-94.28167,0.13325384,0.002219065570831299,449.51371693611145,185000
1.035164,-11.721371,0.03516411,1.0924656,20.452446,0.9999999,-20.452446,1.0,1.2147709,0.0,-31.133577,-93.81615,3.7715201,-3.6777499,57.47612,0.43972957,-30.744366,-93.76233,0.13826239,0.0022207469940185545,460.6174545288086,190000
1.0356045,-11.868203,0.035604607,1.1291736,20.326784,0.9999999,-20.326784,1.0,1.1860683,0.0,-31.598148,-94.55103,5.0088034,-3.1387954,71.8017,0.32247466,-31.209217,-94.5426,0.17036211,0.0022203776359558105,471.7193455696106,195000
1.0357794,-11.926485,0.03577946,1.1437446,20.00406,0.9999999,-20.00406,1.0,1.3519967,0.0,-30.953072,-94.49964,4.733686,-4.1116695,58.877132,0.5808167,-30.485313,-94.42289,0.12933245,0.0022195670127868653,482.81718349456787,200000
1.035465,-11.821689,0.035465065,1.1175451,20.908472,0.99999994,-20.908472,1.0,1.241596,0.0,-30.35423,-93.928055,2.6884649,-3.3023105,40.074768,0.6079729,-29.962458,-93.78405,0.11028029,0.002947109889984131,497.5527374744415,205000
1.0353172,-11.7724495,0.03531735,1.1052355,19.056698,0.9999999,-19.056698,1.0,1.1451615,0.0,-31.65303,-94.09211,7.427005,-7.203184,82.878296,0.3440782,-31.188066,-93.97372,0.1540432,0.0022192579269409178,508.6490304470062,210000
1.0356786,-11.892894,0.035678685,1.1353464,20.348885,0.9999999,-20.348885,1.0,1.0686116,0.0,-30.873062,-94.56304,7.4346304,-7.5252223,75.78616,0.5431429,-30.470142,-94.50426,0.15825689,0.00222076997756958,519.7528831958771,215000
1.0354576,-11.819353,0.03545806,1.1169615,20.14552,0.9999996,-20.145512,1.0,1.1526037,0.0,-29.952362,-93.55523,1.7426372,-2.0059466,38.794178,0.40667295,-29.523539,-93.40821,0.113650516,0.0022211140632629393,530.8584582805634,220000
1.0355694,-11.859625,0.035578877,1.1270292,20.200638,0.9999905,-20.200449,1.0,1.148532,0.0,-32.085903,-93.648636,1.0872526,-1.3276834,29.163177,0.3579796,-31.723946,-93.64933,0.13392018,0.0022206201076507568,541.961562871933,225000
1.0350873,-11.696361,0.035089083,1.0862131,20.356241,0.9999982,-20.356207,1.0,0.869084,0.0,-29.898102,-93.977104,2.7850888,-2.3442316,33.3305,0.35770333,-29.504068,-93.95756,0.13254814,0.00292942419052124,556.6086869239807,230000
1.035352,-11.784008,0.03535202,1.1081247,20.330265,0.99999994,-20.330265,1.0,1.1977293,0.0,-31.441145,-94.02463,3.597139,-3.7972217,44.709385,0.42433372,-31.069567,-93.98542,0.12941034,0.0022205039501190186,567.7112097740173,235000
1.0352604,-11.760357,0.03528107,1.1022122,21.14862,0.9999793,-21.148184,1.0,1.0430647,0.0,-31.037506,-93.843636,4.662314,-3.8062537,59.329796,0.3890867,-30.630936,-93.75574,0.12899283,0.002223371124267578,578.8280701637268,240000
1.0352138,-11.737971,0.035213914,1.0966157,19.942373,0.99999994,-19.942373,1.0,1.2926385,0.0,-30.47607,-93.90399,2.2536843,-2.7138855,53.21186,0.2661968,-30.051891,-93.91823,0.130684,0.0022224578857421877,589.9403626918793,245000
1.0354631,-11.821053,0.035463158,1.1173863,20.011633,0.9999999,-20.011633,1.0,1.3381063,0.0,-30.217144,-93.50021,5.01523,-6.3304853,70.056366,0.28031355,-29.81152,-93.44329,0.1414825,0.0022214125633239746,601.0474286079407,250000
1.0352573,-11.752469,0.035257407,1.1002402,20.305935,0.9999999,-20.305935,1.0,1.6035559,0.0,-30.155575,-93.43638,6.333125,-6.2567797,77.91043,0.27990475,-29.820324,-93.42928,0.12547532,0.002912948513031006,615.6121742725372,255000
1.0355936,-11.864571,0.03559371,1.1282656,20.050909,0.99999994,-20.050909,1.0,0.84133875,0.0,-31.41312,-93.67738,2.4543135,-2.7486742,30.841972,0.35986763,-30.991058,-93.58438,0.124434374,0.0022215845584869385,626.7200996875763,260000
1.0353465,-11.784559,0.03535368,1.1082628,20.547144,0.99999285,-20.546999,1.0,0.99616516,0.0,-31.158855,-94.47854,4.783144,-5.5241585,62.581165,0.49601275,-30.756737,-94.36826,0.12018381,0.0022221641063690186,637.8309228420258,265000
1.0351251,-11.70871,0.035126127,1.0893004,20.525177,0.99999905,-20.52516,1.0,0.91044027,0.0,-30.75902,-93.48175,2.19735,-1.6979511,35.068123,0.5960792,-30.370058,-93.38047,0.12706181,0.002220578193664551,648.93381690979,270000
1.0355266,-11.851229,0.035553686,1.1249303,20.2439,0.999973,-20.243355,1.0,1.0176313,0.0,-31.049604,-94.51854,3.1879933,-4.4377704,50.387966,0.40350935,-30.663654,-94.47694,0.13021882,0.0022171735286712646,660.0196871757507,275000
1.0356431,-11.881077,0.035643235,1.132392,20.016317,0.9999999,-20.016317,1.0,1.1499059,0.0,-31.50398,-94.23581,3.271286,-3.2715511,39.12477,0.4106228,-31.136696,-94.24978,0.1300903,0.002936150550842285,674.7004437446594,280000
1.0350659,-11.690244,0.035070732,1.0846839,20.052933,0.9999952,-20.052837,1.0,1.2217743,0.0,-31.038456,-93.79293,2.5492737,-2.5724597,43.747772,0.5128168,-30.638218,-93.75609,0.120499805,0.002214895725250244,685.774924993515,285000
1.03526,-11.753375,0.035260126,1.100467,20.2952,0.9999999,-20.2952,1.0,0.9631491,0.0,-29.916592,-93.905914,3.708125,-3.8205724,43.880802,0.45986208,-29.576569,-93.98264,0.14519511,0.002221085977554321,696.8803577423096,290000
1.0353506,-11.783567,0.035350703,1.108015,19.816648,0.9999999,-19.816648,1.0,1.3310195,0.0,-31.868628,-93.931274,4.3626113,-4.0687337,77.863716,0.40078938,-31.490192,-93.78791,0.123792775,0.0022210864543914795,707.9857928752899,295000
1.0351657,-11.729485,0.03518845,1.0944939,20.388165,0.99997723,-20.387703,1.0,0.9887121,0.0,-30.34814,-94.79915,2.3594298,-2.3345692,38.703262,0.41762394,-29.97343,-94.63083,0.117654674,0.002220063352584839,719.0861127376556,300000
1.0352786,-11.761454,0.035284363,1.1024863,20.13917,0.99999416,-20.139053,1.0,1.0229801,0.0,-31.55523,-93.581085,4.408258,-4.1914463,53.47764,0.312826,-31.143112,-93.54906,0.11879097,0.0029066269874572755,733.6192507743835,305000
1.0352091,-11.736389,0.03520917,1.0962204,19.933792,0.99999994,-19.933792,1.0,1.203064,0.0,-30.191433,-94.87139,4.4192333,-4.5785594,51.367714,0.31910956,-29.802698,-94.84697,0.108908154,0.0022197510719299315,744.7180116176605,310000
1.0353732,-11.791114,0.03537334,1.1099014,20.1377,0.9999999,-20.1377,1.0,0.91566086,0.0,-31.382046,-94.624115,2.935287,-3.755608,38.363262,0.32212517,-30.990288,-94.57391,0.12209971,0.002220888328552246,755.8224561214447,315000
1.0351579,-11.721413,0.035164237,1.0924761,19.733582,0.9999936,-19.733458,1.0,0.9431585,0.0,-30.156322,-94.499664,2.273798,-2.3656893,32.54375,0.30877167,-29.800213,-94.52173,0.11896287,0.0022206287384033204,766.9256024360657,320000
1.0351506,-11.7169075,0.03515072,1.0913496,20.706383,0.99999994,-20.706383,1.0,1.336705,0.0,-31.748722,-93.87369,6.476903,-6.579523,86.80271,0.46200484,-31.35617,-93.87196,0.13208506,0.00222007155418396,778.025963306427,325000
1.0355827,-11.860979,0.035582937,1.1273679,20.136032,0.99999976,-20.136028,1.0,1.2531354,0.0,-30.856104,-94.91472,4.481847,-4.3202343,57.537827,0.56661785,-30.470497,-94.971306,0.12596673,0.0029049739837646482,792.5508358478546,330000
1.0356377,-11.879295,0.03563789,1.131947,19.98285,0.9999999,-19.98285,1.0,1.1500325,0.0,-31.587215,-93.843346,2.923858,-2.1921415,40.860058,0.47781384,-31.170609,-93.6212,0.12144181,0.0022200975894927978,803.6513261795044,335000
1.0353287,-11.776251,0.035328753,1.1061857,19.59255,0.99999994,-19.59255,1.0,1.228672,0.0,-32.25093,-94.564926,7.496659,-7.6122074,89.46909,0.45853806,-31.808216,-94.4811,0.1362188,0.0022182863235473632,814.7427644729614,340000
1.0351521,-11.72106,0.03516318,1.0923879,19.91649,0.9999889,-19.916271,1.0,1.0481983,0.0,-31.915346,-95.03888,5.2764335,-5.6659117,57.281998,0.34311533,-31.552343,-94.995026,0.12226487,0.0022189576148986816,825.8375558853149,345000
1.0352565,-11.755467,0.035266407,1.1009898,19.87276,0.9999901,-19.872566,1.0,0.94827604,0.0,-32.395576,-94.71645,3.123955,-3.8483357,50.328297,0.22153968,-32.016888,-94.70273,0.11075275,0.0022188828945159914,836.9319732189178,350000
1.0352808,-11.761274,0.035283826,1.1024415,20.134533,0.999997,-20.134476,1.0,1.1340765,0.0,-30.151024,-95.16423,3.045939,-2.433036,31.065073,0.33565098,-29.764002,-95.29338,0.118659616,0.0029323404788970946,851.5936794281006,355000
1.0353668,-11.790949,0.035372846,1.1098603,19.99535,0.999994,-19.995232,1.0,1.0518135,0.0,-31.198711,-93.687096,1.7456858,-2.7851424,34.722225,0.2713402,-30.872192,-93.64499,0.10697286,0.0022188114166259766,862.6877410411835,360000
1.0353767,-11.794436,0.03538331,1.110732,20.35508,0.9999933,-20.354946,1.0,1.0659974,0.0,-29.615936,-93.19727,3.720978,-5.170431,43.310207,0.29838103,-29.265629,-93.04365,0.12542623,0.002218844223022461,873.7819652557373,365000
1.0352507,-11.753471,0.035260413,1.1004908,20.295214,0.9999902,-20.295017,1.0,0.9884937,0.0,-33.075714,-95.369774,2.589965,-3.162396,54.657043,0.26531592,-32.67414,-95.40242,0.112118065,0.0022211792469024657,884.8878645896912,370000
1.035468,-11.824517,0.03547355,1.1182523,20.164948,0.99999446,-20.164837,1.0,1.0013176,0.0,-31.349836,-94.78413,1.4012029,-2.1050963,29.770887,0.38775408,-30.921402,-94.525375,0.124391064,0.002219795846939087,895.9868495464325,375000
1.0351714,-11.7238035,0.035171412,1.0930738,19.939571,0.99999994,-19.939571,1.0,0.8870609,0.0,-31.906452,-95.202866,2.6934068,-2.30612,38.70831,0.2570662,-31.501087,-95.20448,0.12634814,0.0029031060218811036,910.502382516861,380000
1.0353696,-11.792077,0.03537623,1.1101421,19.880852,0.9999934,-19.880722,1.0,0.9814549,0.0,-31.727768,-94.80661,4.8171287,-4.7392077,51.511726,0.45596287,-31.251427,-94.74839,0.1327542,0.002220481252670288,921.6047918796539,385000
1.0350089,-11.672095,0.035016283,1.0801468,19.856321,0.99999267,-19.856178,1.0,0.91065645,0.0,-30.497173,-95.17696,1.6061671,-1.9118555,37.04774,0.5487603,-30.126444,-95.145836,0.13426718,0.002220340633392334,932.7065002918243,390000
1.0353979,-11.799328,0.035397984,1.1119549,19.585056,0.9999999,-19.585056,1.0,1.0740423,0.0,-29.820671,-94.83766,3.9500732,-4.4392242,57.369385,0.44767398,-29.43722,-94.82328,0.1298911,0.0022203847885131837,943.8084268569946,395000
1.035022,-11.676598,0.0350298,1.0812726,20.076336,0.9999922,-20.076181,1.0,1.3879805,0.0,-30.262777,-94.134445,2.208468,-2.6547575,39.224335,0.6380176,-29.92528,-94.067474,0.12341215,0.0022214088439941404,954.9154744148254,400000
1.0357112,-11.907256,0.035721764,1.138937,20.481709,0.99998945,-20.481495,1.0,0.8830956,0.0,-30.7768,-95.79571,4.452814,-4.445966,43.881424,0.30067235,-30.431381,-95.72245,0.1105961,0.002938844919204712,969.6097023487091,405000
1.0353682,-11.789728,0.035369184,1.1095551,20.524479,0.999999,-20.52446,1.0,1.4273378,0.0,-31.113865,-95.09863,8.622803,-8.557088,88.3445,0.5156347,-30.770126,-94.61298,0.12093847,0.0022182083129882813,980.700747013092,410000
1.0351123,-11.704754,0.03511426,1.0883114,19.996317,0.99999803,-19.996279,1.0,1.0980183,0.0,-30.945757,-94.56919,4.46819,-4.8415017,61.841015,0.82826626,-30.512165,-94.75525,0.12808517,0.0022202234268188475,991.8018672466278,415000
1.0351825,-11.727511,0.035182536,1.0940007,21.180225,0.9999999,-21.180225,1.0,0.901367,0.0,-31.071804,-95.04686,2.2526097,-2.4793153,41.282818,0.4119981,-30.68376,-94.77128,0.12869337,0.0022173714637756347,1002.8887274265289,420000
1.0354174,-11.805814,0.035417445,1.1135764,20.673819,0.99999994,-20.673819,1.0,1.0329431,0.0,-31.6007,-95.146545,4.7306647,-3.5249176,59.546524,0.34323153,-31.150532,-95.049,0.12305698,0.002218588399887085,1013.9816722869873,425000
1.035203,-11.734361,0.035203084,1.0957131,20.045347,0.99999994,-20.045347,1.0,0.7846855,0.0,-30.205507,-95.83031,3.359466,-4.0793247,32.042458,0.25414574,-29.8184,-95.84644,0.11749199,0.002924535274505615,1028.6043519973755,430000
1.0352648,-11.755618,0.035266858,1.1010276,19.901325,0.999998,-19.901287,1.0,0.8317969,0.0,-31.233162,-95.43969,3.299766,-3.1236584,56.264057,0.27725363,-30.82491,-95.25389,0.12568386,0.00221802077293396,1039.6944596767426,435000
1.0355251,-11.84174,0.03552522,1.1225579,20.55725,0.9999999,-20.55725,1.0,1.0728357,0.0,-31.149109,-96.04842,2.6469336,-2.6028953,55.3776,0.38184646,-30.787289,-95.94104,0.15150544,0.0022203057289123533,1050.79599070549,440000
1.0351211,-11.707049,0.03512115,1.0888854,20.238699,0.9999999,-20.238699,1.0,1.2037668,0.0,-30.861862,-94.87997,3.3379455,-3.5871577,49.027782,0.33438808,-30.497564,-94.78914,0.11794798,0.002221164035797119,1061.9018139839172,445000
1.0350101,-11.673945,0.035021834,1.0806092,20.125282,0.9999883,-20.12505,1.0,1.1390423,0.0,-30.448748,-95.83391,6.34038,-6.3346605,68.12056,0.56271803,-30.084969,-95.756454,0.111440994,0.0022208632469177246,1073.0061330795288,450000
1.0347737,-11.591269,0.034773804,1.0599402,19.681896,0.99999994,-19.681896,1.0,0.90204585,0.0,-31.277494,-95.64474,3.230218,-3.1373153,36.727177,0.35415918,-30.88066,-95.58485,0.12674567,0.0029162274837493895,1087.5872728824615,455000
1.0356323,-11.87772,0.03563316,1.1315528,20.045551,0.99999905,-20.045534,1.0,0.9483124,0.0,-30.47373,-95.706085,3.5146248,-3.1787148,41.65912,0.19934392,-30.099895,-95.62044,0.10772541,0.0022214659214019774,1098.694605588913,460000
1.0352861,-11.764198,0.035292596,1.1031725,20.3224,0.9999935,-20.32227,1.0,1.0042945,0.0,-30.923656,-95.85067,4.040955,-4.058116,42.37339,0.3995694,-30.54633,-95.964745,0.12911339,0.0022232747077941895,1109.8109822273254,465000
1.0354714,-11.823847,0.03547154,1.1180845,19.747633,0.99999994,-19.747633,1.0,0.78316057,0.0,-30.933762,-95.44721,2.0303123,-2.5121574,34.38285,0.2672766,-30.56464,-94.45173,0.13483363,0.002222795820236206,1120.9249641895294,470000
1.0355997,-11.872339,0.03561702,1.130208,20.4743,0.99998266,-20.473948,1.0,1.0283657,0.0,-30.905687,-94.83293,5.806782,-6.6771913,66.36498,0.27113348,-30.546875,-94.91079,0.13349053,0.0022213937759399415,1132.031935930252,475000
1.0353698,-11.7899275,0.035369784,1.1096048,20.40535,0.99999994,-20.40535,1.0,0.79214275,0.0,-33.55638,-94.72108,3.977804,-3.9589672,46.68267,0.31079698,-33.18368,-94.54641,0.1255928,0.002899932384490967,1146.5316007137299,480000
1.0350155,-11.671849,0.035015546,1.0800853,20.241833,0.9999999,-20.241833,1.0,0.9397207,0.0,-30.798407,-95.210396,2.652595,-1.9344659,43.043816,0.41628158,-30.418915,-95.12198,0.114463225,0.002218179988861084,1157.6225035190582,485000
1.0348774,-11.628109,0.03488433,1.0691504,20.12237,0.9999931,-20.122232,1.0,1.1805384,0.0,-31.55699,-95.2281,4.6543903,-4.3702297,51.6284,0.4019396,-31.128405,-95.11182,0.13063419,0.0022192811012268065,1168.718913078308,490000
1.0356572,-11.885768,0.0356573,1.133565,19.408985,0.9999999,-19.408985,1.0,1.134334,0.0,-32.11769,-94.64996,6.916386,-6.310494,72.36457,0.21174102,-31.706541,-94.56897,0.12132332,0.0022207210540771483,1179.8225207328796,495000
1.0355629,-11.854323,0.03556297,1.1257038,20.085102,0.9999999,-20.085102,1.0,0.8872646,0.0,-30.933916,-95.341805,1.4243529,-1.5677919,29.22724,0.24626978,-30.552029,-95.32686,0.13500234,0.002224724531173706,1190.9461464881897,500000
1.034891,-11.630376,0.03489113,1.0697169,20.157751,0.9999999,-20.157751,1.0,0.83734316,0.0,-29.63999,-95.458786,4.0344195,-4.089739,52.551876,0.30557805,-29.260279,-95.3218,0.14877537,0.002942321729660034,1205.6577589511871,505000
1.0351661,-11.722094,0.035166282,1.0926462,20.084156,0.9999999,-20.084156,1.0,0.9749745,0.0,-30.611687,-94.6246,4.959941,-3.997415,43.525787,0.340446,-30.247726,-94.66603,0.14655444,0.002222277069091797,1216.7691473960876,510000
1.0352758,-11.75883,0.03527649,1.1018304,20.027824,0.99999934,-20.027813,1.0,0.9087614,0.0,-29.778532,-94.32784,5.401824,-5.654854,63.16373,0.24915113,-29.339554,-94.255035,0.13633247,0.002222984838485718,1227.8840749263763,515000
1.0350523,-11.684113,0.03505234,1.0831513,19.923233,0.99999994,-19.923233,1.0,0.95442736,0.0,-31.295622,-94.56427,7.05587,-4.267852,79.59131,0.30483073,-30.914028,-94.504234,0.14644915,0.0022221911907196047,1238.9950335025787,520000
1.0351279,-11.709576,0.035128724,1.0895166,20.82127,0.99999917,-20.821255,1.0,0.7084159,0.0,-30.69157,-95.03941,1.2499099,-1.7859926,22.137836,0.47695744,-30.243114,-94.998245,0.13250963,0.0022226335525512694,1250.1082062721252,525000
1.035447,-11.815712,0.035447136,1.116051,20.092154,0.9999999,-20.092154,1.0,1.0153141,0.0,-31.083485,-94.56663,1.665035,-1.6061103,26.992407,0.6701958,-30.682014,-94.49915,0.1281893,0.002946550369262695,1264.8409609794617,530000
